,Unnamed: 0,id,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Fav,FavPpl,FavActivity,UStotal,UTtotal,UTrural,UTurban,UTdist,SBtotal,Orient,Route,SA,BFExtraverted,BFAgreeableness,BFConscient,BFEmoStabil,BFOpennness,SOIbehavior,SOIattitude,SOIdesire,SOItotal,ATOTpleasure,ATOTnopleasure,Q1,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,Map,WithinRtPt,BetweenRtPt,WithinRtPtAllo,BetweenRtPtAllo,WithinDist,BetweenDist,date,MRT,PSAS
156,157,Utah_263,3,3,1,21,Female,Caucasian,0,0,Library,N/A Alone,"Read, Draw, Write",19,22.0,8.0,13.0,2182.9,4.5333333333333306,3.6363636363636402,3.3333333333333304,2.375,1.0,4.5,3.5,5.0,6.5,1.6666666666666698,3.0,1.33333333333333,2.0,4.4,2.0,3,1,4,2,2,2,1,2,2,1,5,5,5,2,4,2,1,2,2,1,3,1,1,4,3,5,4,5,2,4,2,4,1,4,5,5,3,5,3,5,2,1,1,398.80792749286104,24.241558239154614,73.75996584729629,60.0618935224292,93.8240824904447,122.759083347107,154.502552881079,2017-12-04 06:01:31 -0800,30.0,5.0
157,158,Utah_265,3,3,3,25,Female,Other,0,3,Coffee shop,"usually by myself, occasionally I'll have a friend or two.","Study, read a book, people-watch.",8,17.0,3.0,14.0,311.6,4.26666666666667,3.18181818181818,3.6666666666666696,3.125,6.5,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,4.6,3.6,4,4,3,2,1,2,3,1,1,3,5,4,5,2,1,4,2,2,4,4,4,4,4,4,4,5,4,2,5,2,2,1,4,4,5,4,2,4,2,2,4,2,4,254.229521553735,72.17939145314656,73.3739331146522,69.1793629133438,90.10891247327851,109.47634122501199,194.982828428388,2017-12-04 08:55:40 -0800,44.0,4.375
158,159,Utah_266,3,4,1,18,Male,Asian/Pacific-Islanders,0,1,Downtown,Friends,Chill,9,16.0,3.0,12.0,813.3,3.4,2.54545454545455,3.0,3.125,5.5,5.5,4.0,4.0,5.5,0.0,4.33333333333333,3.0,2.44444444444444,4.2,2.8,3,5,3,2,2,2,3,3,1,4,5,4,5,3,3,3,2,3,3,2,4,4,5,4,2,2,2,2,3,2,4,2,2,4,5,2,2,2,2,2,2,1,1,187.86367504663798,47.48807916856831,70.55022523100018,80.86597308841971,98.6884054878154,92.3244321345389,153.106314150224,2017-12-04 09:45:57 -0800,-6.0,4.1875
159,160,Utah_267,2,4,2,19,Male,Caucasian,0,0,Nature,Myself or friends,Relax,8,38.0,15.0,20.0,3179.4,3.7333333333333303,2.81818181818182,3.0,2.375,5.5,4.0,6.0,3.5,6.0,3.6666666666666696,7.33333333333333,0.0,3.6666666666666696,3.8,2.6,4,5,8,4,2,3,3,3,1,4,5,3,4,2,3,3,4,3,3,2,3,4,4,4,2,4,2,1,3,3,3,2,1,3,5,3,1,3,1,3,3,1,1,276.92066814586104,27.427229190285072,61.20319038732136,62.6074143220685,66.6765989619475,141.845738475192,179.88036237418498,2017-12-04 09:54:13 -0800,34.0,4.75
160,161,Utah_268,3,5,1,18,Male,Caucasian,0,0,Colorado,My close friends,Do outdoor activities,13,12.0,3.0,8.0,1113.2,4.13333333333333,2.90909090909091,3.6666666666666696,1.75,3.0,5.0,5.5,4.5,4.5,2.0,6.66666666666667,7.66666666666667,5.44444444444444,3.6,2.6,3,4,3,1,1,2,3,3,1,4,4,4,4,2,3,4,3,2,3,2,4,3,3,4,3,2,4,4,3,4,2,1,2,4,4,4,2,3,3,2,1,1,1,464.03664509795505,30.15444362180401,41.199415185790166,62.645731534785796,61.6319088232063,126.30144595175899,140.91989898807898,2017-12-04 10:48:05 -0800,48.0,3.5625
161,162,Utah_270,4,2,4,33,Male,Caucasian,3,3,Mountains,Family,"Relax, explore, wander",16,32.0,13.0,17.0,3448.5,2.93333333333333,2.09090909090909,3.8333333333333304,3.375,2.0,4.0,5.5,4.0,5.5,1.33333333333333,1.0,2.3333333333333304,1.55555555555556,3.0,4.0,4,3,2,2,2,1,2,3,1,4,4,5,4,3,3,3,2,4,5,1,4,2,2,2,1,2,2,4,1,2,5,1,1,5,5,4,2,1,2,2,3,4,4,235.633546137701,58.86247209053845,80.9100382017674,59.7015546872655,82.0557286413156,138.151686474755,204.369798363392,2017-12-05 06:02:31 -0800,60.0,4.25
162,163,Utah_271,3,3,4,31,Female,Caucasian,0,0,The beach in Hawaii,My husband,Relax,31,34.0,12.0,20.0,2904.3,5.33333333333333,2.7272727272727297,3.3333333333333304,1.25,3.5,7.0,6.0,6.0,5.5,1.33333333333333,1.0,1.6666666666666698,1.33333333333333,5.0,1.2,4,3,3,2,1,2,3,4,1,3,5,2,5,2,5,2,2,1,2,1,2,4,4,5,4,4,4,5,5,4,1,1,1,4,5,5,4,1,1,1,1,1,1,496.155015474793,51.171449866460726,47.68798718601579,76.037915540638,95.70888697165189,93.907199307563,99.6064793365178,2017-12-05 06:17:46 -0800,24.0,4.625
163,164,Utah_272,3,5,2,24,Female,Caucasian,0,0,at home,family ,hang out,16,26.0,6.0,18.0,2262.5,3.86666666666667,1.3636363636363602,2.6666666666666696,1.0,3.5,6.0,5.0,5.5,4.0,1.33333333333333,1.0,1.0,1.11111111111111,3.2,2.2,3,3,3,1,1,1,3,5,1,2,4,2,3,4,3,3,4,4,3,2,3,4,3,4,4,4,4,2,4,3,2,1,1,3,4,3,3,3,1,3,2,1,1,125.90639635847401,8.54261953632493,64.18121289701102,60.2285468830879,79.77823264748409,104.89367309222,165.832557934595,2017-12-05 06:58:17 -0800,-24.0,3.8125
164,165,Utah_273,4,4,6,25,Male,Latino or Hispanic,0,0,Home,No one,"Watch tv, Read, Play video games",1,21.0,7.0,13.0,1779.3,3.2666666666666697,3.18181818181818,2.8333333333333304,3.75,1.5,4.5,3.5,3.0,4.5,2.0,5.33333333333333,4.33333333333333,3.88888888888889,4.0,3.8,2,6,2,2,3,3,3,4,1,3,4,4,4,5,2,4,3,3,5,2,4,3,2,2,2,4,3,2,1,2,4,1,1,5,4,1,5,5,3,3,5,1,4,451.373670654981,19.666503059777064,58.56467620738274,73.7356745964598,82.3219760592973,75.6217100644988,95.1555758253467,2017-12-05 07:12:10 -0800,28.0,3.5625
165,166,Utah_274,3,4,2,21,Female,Caucasian,0,0,Escalante Utah,my old students,"talk, horseback riding",31,20.0,8.0,12.0,1176.1,4.8,3.6363636363636402,5.0,3.125,2.0,4.5,4.0,2.5,4.0,4.0,7.33333333333333,4.0,5.111111111111111,5.6,3.4,3,4,4,1,2,3,3,1,1,2,4,4,4,4,4,4,2,4,5,4,4,2,3,4,4,2,4,4,4,2,2,4,4,3,4,2,4,4,2,4,2,3,2,483.788917049702,48.215292518534795,59.723686758862115,64.0834094067441,73.4337157377115,101.308554752768,116.52575076391399,2017-12-05 08:10:57 -0800,52.0,4.0
166,167,Utah_275,2,5,2,18,Male,Caucasian,0,0,Mountains,friends,"Ski, hike, bike, ect..",14,33.0,14.0,16.0,3206.7,5.26666666666667,3.3636363636363598,3.3333333333333304,2.125,7.0,5.0,3.5,6.5,6.5,2.6666666666666696,8.0,6.66666666666667,5.77777777777778,4.6,1.8,3,5,4,2,2,2,3,3,1,2,5,2,5,4,2,2,2,2,1,4,2,4,4,4,4,5,4,5,4,4,1,1,1,2,5,2,1,1,1,1,4,2,1,396.352438762257,36.71315303766735,64.43294652363053,60.1884114951204,86.64103515679639,81.0622878577063,84.9060253653734,2017-12-05 08:21:54 -0800,24.0,4.125
167,168,Utah_276,3,5,4,19,Female,Caucasian,0,0,"My favorite place to spend time (on a normal day) is at the gym. It's a good stress relief and I really love bettering my fitness. If I could choose anywhere, my favorite place is my beach house in Newport Beach, California on the rooftop enjoying the sun!","If I had a significant other, I would like to be with them and my family. If not, my best friend and family. (Beach house) Best friend (gym) ",Beach house: Often relax and forget about the busy life I live for the moment. Gym: Workout!,6,24.0,6.0,18.0,1124.7,5.13333333333333,4.0,5.0,2.125,7.0,6.0,6.5,3.5,7.0,3.3333333333333304,4.33333333333333,6.0,4.55555555555556,5.2,2.8,5,5,2,1,1,1,3,1,1,4,5,3,5,4,5,3,2,1,4,2,5,5,5,5,5,5,4,4,5,4,1,1,1,2,5,2,2,2,5,2,5,1,1,369.89731534366797,50.361648744626265,59.23738733805706,74.0515755995223,77.7286545839748,121.801790517891,138.19927252916202,2017-12-05 15:43:12 -0800,30.0,3.6875
168,169,Utah_276,3,5,4,19,Female,Caucasian,0,0,"My favorite place to spend time (on a normal day) is at the gym. It's a good stress relief and I really love bettering my fitness. If I could choose anywhere, my favorite place is my beach house in Newport Beach, California on the rooftop enjoying the sun!","If I had a significant other, I would like to be with them and my family. If not, my best friend and family. (Beach house) Best friend (gym) ",Beach house: Often relax and forget about the busy life I live for the moment. Gym: Workout!,6,24.0,6.0,18.0,1124.7,5.13333333333333,4.0,5.0,2.125,7.0,6.0,6.5,3.5,7.0,3.3333333333333304,4.33333333333333,6.0,4.55555555555556,5.2,2.8,5,5,2,1,1,1,3,1,1,4,5,3,5,4,5,3,2,1,4,2,5,5,5,5,5,5,4,4,5,4,1,1,1,2,5,2,2,2,5,2,5,1,1,369.89731534366797,50.361648744626265,59.23738733805706,74.0515755995223,77.7286545839748,121.801790517891,138.19927252916202,2017-12-05 15:40:09 -0800,26.0,5.625
169,170,Utah_278,3,3,4,19,Female,Latino or Hispanic,0,0,California,my family ,visit all the family we have over there,4,13.0,2.0,11.0,535.7,3.7333333333333303,2.6363636363636402,4.66666666666667,3.25,2.0,5.0,6.5,5.5,5.5,1.6666666666666698,3.0,3.0,2.55555555555556,3.0,4.2,3,2,2,2,1,2,3,3,1,3,4,4,5,4,4,4,4,5,4,2,2,4,4,2,2,2,4,2,2,1,4,1,4,2,4,4,2,2,4,2,2,2,1,256.627754804873,50.761795109447874,60.641895479274766,58.9353503279764,87.6593854850038,268.546706383102,118.840464021021,2017-12-05 16:28:06 -0800,4.0,4.375
170,171,Utah_279,3,5,8,18,Male,Asian/Pacific-Islanders,0,1,Home,My family,Relax,25,13.0,0.0,13.0,600.6,5.73333333333333,3.0,3.6666666666666696,1.0,3.5,4.0,6.5,5.5,4.0,1.0,8.0,4.0,4.33333333333333,4.2,1.0,4,3,8,2,1,1,3,3,1,3,3,4,2,3,2,4,4,3,2,4,5,2,3,5,5,5,5,3,5,3,1,2,3,3,3,2,2,2,1,3,5,1,1,239.145789011886,37.029238421259485,64.48870333601596,61.2458679088611,90.4535677246587,96.20392869195291,250.465965398727,2017-12-06 06:13:12 -0800,28.0,4.375
171,172,Utah_280,2,6,2,22,Female,Latino or Hispanic,0,0,"My cabin in Driggs, Idaho.","My parents, freinds, boyfriend, and other family members.",I ski/snowboard and hike ,16,19.0,4.0,14.0,1278.3,3.6666666666666696,2.6363636363636402,5.0,2.0,6.5,5.5,7.0,7.0,7.0,1.33333333333333,2.6666666666666696,1.0,1.6666666666666698,5.0,3.8,4,4,3,2,1,1,3,3,1,2,5,3,5,5,5,2,3,3,5,1,5,5,5,3,2,1,3,2,4,1,3,1,1,5,5,5,2,1,1,1,1,1,1,322.327224373077,52.53442073550891,81.22320855738607,60.9712536336539,95.04870622642478,95.15405899296542,135.985272643416,2017-12-05 16:50:21 -0800,10.0,5.625
172,173,Utah_281,2,3,1,18,Male,Caucasian,0,0,Dance Hall,Dates,Dance,13,18.0,9.0,7.0,2412.3,4.73333333333333,4.27272727272727,3.5,2.625,4.5,4.5,4.0,4.5,4.5,1.0,1.33333333333333,4.66666666666667,2.3333333333333304,4.2,3.6,2,3,3,2,1,2,5,3,1,4,4,4,3,3,4,3,2,3,3,3,3,3,3,5,4,5,5,4,4,4,2,1,1,4,5,3,3,4,4,3,4,2,3,175.868896044051,44.093258988953096,77.53929815494703,55.670666470591094,88.58176916456249,100.623499360618,144.58391079512398,2017-12-06 06:16:55 -0800,56.0,5.0625
173,174,Utah_282,3,4,3,22,Female,Caucasian,1,0,Disneyland,Family,"Enjoy rides, food and entertainment",14,29.0,8.0,19.0,1719.2,3.6,3.2727272727272703,4.83333333333333,3.25,1.0,7.0,6.5,5.0,5.5,3.6666666666666696,8.0,1.6666666666666698,4.44444444444444,3.6,4.4,1,3,3,2,1,1,4,3,1,4,4,5,4,5,2,1,5,5,5,1,4,2,1,3,2,5,1,2,1,3,4,1,1,4,4,4,4,5,1,4,2,1,2,233.663702819279,30.91603966112538,68.7846499117691,66.2505063557406,76.2871487640836,100.182222593203,185.51028106706502,2017-12-06 07:05:47 -0800,52.0,4.25
174,175,Utah_283,3,5,1,20,Female,Caucasian,0,0,Disneyland,My friends or boyfriend,Ride the rides and watch parades,8,27.0,8.0,17.0,1797.4,3.7333333333333303,2.18181818181818,3.3333333333333304,2.5,6.0,4.5,6.0,3.5,5.0,3.0,7.66666666666667,4.0,4.888888888888889,3.4,3.4,5,2,2,2,1,1,3,1,1,2,4,5,4,3,4,4,2,5,3,1,2,2,3,3,5,4,3,2,3,2,2,1,1,1,4,2,1,1,1,3,1,1,1,347.31209262427694,40.56549933244914,66.24810506680913,61.331536810709494,88.8842289627178,186.956763126998,242.242423500094,2017-12-06 08:10:40 -0800,24.0,4.125
175,176,Utah_284,3,5,1,19,Male,Caucasian,0,0,Utah,everyone,ski climb run bike school,18,20.0,9.0,10.0,1767.0,4.4666666666666694,4.36363636363636,3.3333333333333304,3.0,6.0,3.0,6.5,3.0,7.0,3.0,6.0,7.0,5.33333333333333,5.2,1.8,4,6,4,2,4,5,3,2,1,4,5,3,5,4,5,2,4,2,3,3,4,4,4,5,5,5,5,5,5,5,2,1,5,5,5,5,1,1,1,2,2,2,2,244.56689857746602,39.54534010828626,60.15926640720423,56.0638568567655,77.25070772526901,111.69257697162399,260.977995503369,2017-12-06 07:17:25 -0800,40.0,3.0625
176,177,Utah_285,3,4,1,20,Male,Caucasian,0,0,Institute of Religion,Friends,"Take classes, study, hang out with friends, play games, choir",9,17.0,4.0,13.0,1142.8,4.13333333333333,2.6363636363636402,4.16666666666667,1.75,6.0,6.5,4.5,4.5,4.0,1.0,1.0,1.6666666666666698,1.22222222222222,3.8,2.6,3,3,2,1,1,2,3,2,1,4,4,4,3,3,4,4,3,1,3,1,3,4,4,4,3,4,3,3,3,3,2,1,1,3,5,5,2,1,1,2,4,1,2,299.796403730483,38.68707245381748,74.33421932497038,72.29803406689409,87.35012494972341,137.266156220678,135.378167637199,2017-12-06 08:36:03 -0800,52.0,4.25
177,178,Utah_286,4,3,1,21,Female,Asian/Pacific-Islanders,0,4,coffee shop,best friend,study ,9,23.0,8.0,15.0,1242.2,4.0,1.8181818181818201,3.0,2.125,4.0,7.0,5.5,6.5,5.5,1.0,1.0,5.33333333333333,2.44444444444444,3.6,2.4,4,4,1,1,2,1,3,2,1,4,4,4,4,4,4,5,3,2,3,1,2,5,4,4,2,5,3,4,2,3,3,1,1,3,3,2,2,4,2,5,4,2,3,348.68337641311797,56.28375667781662,90.04435743981333,98.8078100183466,111.82659809094,135.078937473855,188.42359725231998,2017-12-06 15:41:26 -0800,0.0,3.1875
178,179,Utah_287,3,5,2,19,Female,Caucasian,0,0,Outdoors ,My friends or rarely just by myself,"Hike, hammock, explore, relax, swim if there's water, create art.",13,23.0,4.0,18.0,986.2,5.06666666666667,3.45454545454545,3.3333333333333304,2.25,5.5,5.0,7.0,3.5,7.0,3.0,6.0,6.33333333333333,5.111111111111111,5.0,2.4,3,5,3,2,2,2,3,1,1,3,5,4,5,4,5,2,3,3,4,4,3,4,5,5,5,5,3,3,5,3,1,1,5,3,5,5,3,2,1,3,3,1,1,304.81098769245096,20.11645398584673,47.51861714980165,58.9843439949024,88.6768002174074,91.04684131663731,152.464242157369,2017-12-06 16:21:06 -0800,72.0,5.5625
179,180,Utah_288,3,4,1,22,Male,Caucasian,0,0,Salt Lake City,Friends,I live here,10,19.0,5.0,14.0,1225.1,3.06666666666667,2.3636363636363598,2.6666666666666696,3.125,2.5,6.0,3.5,4.5,4.0,1.0,3.6666666666666696,6.33333333333333,3.6666666666666696,3.6,3.6,2,3,2,1,1,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,3,3,2,3,2,1,2,4,4,2,2,2,4,3,4,2,2,228.90653153363098,29.367886616107572,33.41608522711527,70.017426279713,82.1605537824011,91.4550748608248,90.15593839194,2017-12-07 07:04:31 -0800,0.0,3.5625
180,181,Utah_289,3,5,2,23,Female,Other,0,0,A cave up in Neffs Canyon,Quiet and Peaceful ,Meditate on myself and my life,1,31.0,10.0,20.0,1776.0,4.4,4.0,3.0,2.125,3.5,4.5,6.0,4.0,6.5,4.33333333333333,1.0,1.6666666666666698,2.3333333333333304,5.8,2.0,1,3,6,2,2,3,3,1,1,2,5,2,5,1,1,3,3,1,1,1,3,1,2,5,4,4,4,4,4,4,2,1,3,2,3,1,3,3,1,1,1,1,1,182.217868639063,23.889142628485285,38.08833017208974,65.1078887998265,48.823755678175296,121.262608022531,108.606743960244,2017-12-07 08:08:24 -0800,58.0,5.9375
181,182,Utah_290,3,6,8,19,Male,Caucasian,0,1,Southern Utah,Friends,"Climb, Bike, backpack, camp, canyoneer",25,33.0,16.0,15.0,3559.1,4.4666666666666694,3.6363636363636402,2.8333333333333304,2.375,2.0,5.0,5.0,4.0,5.0,1.6666666666666698,6.0,5.33333333333333,4.33333333333333,5.2,2.0,4,4,4,3,2,4,5,3,1,2,4,3,5,2,4,3,2,1,4,2,3,3,3,4,4,5,5,5,4,4,2,4,2,4,5,4,3,2,2,3,1,1,1,207.694594787572,30.620558885848716,73.08005325449912,72.4916612088122,82.67728983154059,85.513270987912,89.91687910393509,2017-12-07 14:45:15 -0800,50.0,4.9375
182,183,Utah_291,3,6,1,19,Female,Caucasian,0,0,califonia ,my family ,go to the beach ,10,31.0,14.0,15.0,3136.5,1.33333333333333,2.09090909090909,4.33333333333333,3.0,6.5,4.5,4.0,2.5,5.0,1.0,1.0,7.0,3.0,2.4,3.0,7,7,4,1,1,2,3,3,1,4,5,2,5,2,5,2,2,2,3,1,3,5,5,1,1,1,1,1,3,1,5,1,2,3,4,1,3,2,4,4,3,1,1,384.22327286214,73.32181724501326,80.375647576913,64.82442612996701,62.58077609815061,161.755101775009,277.807408321069,2017-12-07 15:20:28 -0800,6.0,2.375
183,185,Utah_292,5,4,3,21,Male,Asian/Pacific-Islanders,0,0,NY,just me ,have fun,2,6.0,0.0,5.0,685.8,3.6666666666666696,2.81818181818182,3.6666666666666696,3.375,3.0,4.5,3.5,5.0,4.0,0.0,6.0,1.33333333333333,2.44444444444444,3.6,3.2,7,4,3,1,3,4,3,3,1,5,4,3,2,3,2,4,2,4,3,3,3,3,4,3,4,1,3,3,3,3,3,1,3,5,3,3,4,3,3,4,4,2,2,310.447645231506,89.92527808199745,68.899655497591,79.489472798965,69.94007427317861,119.817126729173,232.287227453311,2017-12-12 09:15:04 -0800,0.0,3.25
184,186,Utah_293,3,3,1,19,Male,Native American or Aleut,0,0,Anywhere but home,"Myself, sometimes a friend",Write and Talk,5,30.0,12.0,17.0,2156.2,3.86666666666667,3.54545454545455,4.5,2.5,2.0,4.5,3.0,3.5,5.5,1.0,6.33333333333333,0.0,2.44444444444444,3.4,2.2,7,5,2,2,1,2,5,5,1,3,5,2,5,2,4,4,2,2,2,1,4,5,2,5,3,4,2,4,2,4,2,1,2,5,3,2,4,2,4,1,4,1,1,503.52627546320394,18.784227636282996,22.170474426074293,48.1781953129579,66.8839240432376,89.6217612917646,115.855680853067,2017-12-12 10:15:08 -0800,38.0,3.75
185,187,Utah_294,3,6,1,19,Female,Caucasian,0,0,Somewhere in the wasatch mountains on a hike,My best friend,"Hike, Talk, Eat Snacks",29,30.0,9.0,19.0,2320.0,4.33333333333333,2.81818181818182,3.3333333333333304,1.5,5.5,6.0,2.0,5.5,6.0,2.6666666666666696,8.0,2.6666666666666696,4.44444444444444,5.2,1.8,3,4,2,1,1,2,5,3,1,4,5,2,5,2,5,2,4,2,1,1,4,5,5,5,3,5,4,2,2,2,2,1,1,4,5,5,1,1,4,1,4,1,1,218.612096081661,44.83966195641952,52.16922604186477,66.0742505063799,64.1722637546589,108.811031767389,106.35048356050899,2018-01-22 10:13:12 -0800,34.0,5.0
186,188,Utah_295,4,3,1,21,Female,Asian/Pacific-Islanders,0,2,LA,Friends and family,Concert and theme park,5,10.0,1.0,9.0,149.5,3.4,2.45454545454545,3.8333333333333304,3.5,3.5,4.5,4.5,5.0,4.5,1.0,1.33333333333333,1.0,1.11111111111111,4.0,4.0,4,2,2,1,1,1,3,2,1,4,5,4,4,4,3,3,4,3,4,2,2,4,4,2,3,3,4,2,3,1,3,1,2,1,3,2,3,2,4,2,4,1,3,421.514873283547,30.392643147985027,37.02617514788557,68.45473729942121,76.4016273201605,95.42910478513741,117.184661532278,2018-01-22 11:01:10 -0800,4.0,3.1875
187,189,Utah_296,2,5,1,19,Female,Asian/Pacific-Islanders,0,0,cafe,"friends, families","reading, having coffee",4,7.0,0.0,7.0,97.5,4.4666666666666694,2.7272727272727297,4.33333333333333,1.5,6.0,6.0,4.5,6.5,6.0,1.0,3.6666666666666696,1.0,1.88888888888889,4.8,3.6,6,4,3,1,1,1,1,4,1,2,3,4,3,5,3,4,3,2,2,1,4,4,4,4,3,4,4,2,4,3,2,1,2,4,4,3,3,4,2,2,2,2,1,279.139205161299,70.92859713991858,63.76245214760507,68.5981166638539,109.275436732303,88.1086694613875,167.21976116776,2018-01-24 10:28:32 -0800,32.0,5.0
188,190,Utah_297,3,5,2,19,Female,Asian/Pacific-Islanders,0,1,Florida,Family,Beach,34,36.0,16.0,18.0,3112.1,3.46666666666667,2.7272727272727297,4.0,3.625,2.0,3.0,5.5,4.0,3.5,1.33333333333333,5.0,1.6666666666666698,2.6666666666666696,3.0,4.6,5,2,5,1,1,1,3,2,1,3,2,4,3,3,3,5,5,4,5,2,5,2,2,2,3,1,3,4,2,2,4,1,2,4,3,4,3,2,3,2,3,2,2,287.432235637502,8.838028634782832,27.62892294178372,78.487907136111,83.1407915095045,129.488781958831,69.3950448069914,2018-01-23 09:14:29 -0800,38.0,3.8125
189,191,Utah_298,3,4,1,20,Female,Asian/Pacific-Islanders,0,0,home,myself,sleep,1,,,,,0.933333333333333,1.45454545454545,3.8333333333333304,3.875,6.5,6.0,2.5,3.0,5.5,0.0,4.66666666666667,2.6666666666666696,2.44444444444444,1.6,5.0,1,3,8,2,1,2,1,5,1,5,4,5,2,1,4,2,1,1,2,3,3,5,5,2,1,1,2,2,2,1,1,3,3,3,3,2,2,2,5,3,2,1,1,390.59978345235703,73.97235293966224,65.959547342489,85.6090308285188,65.9917945274091,114.01173208062201,101.81412029496,2018-01-24 11:37:53 -0800,28.0,2.6875
190,192,Utah_299,4,6,1,20,Male,Caucasian,0,0,Taiwan,Family,Go to the night market,26,23.0,8.0,13.0,2383.2,5.06666666666667,3.54545454545455,4.33333333333333,2.0,7.0,5.0,6.5,6.5,7.0,4.33333333333333,4.33333333333333,3.6666666666666696,4.11111111111111,4.6,3.0,4,3,6,1,1,2,5,3,1,4,5,4,5,3,5,3,4,4,2,2,4,5,5,5,4,2,4,3,4,2,2,1,1,5,4,5,1,2,5,2,4,1,1,233.864374953968,28.130870511300163,54.3282932118824,80.26761723391621,92.01968242832741,105.368449160837,149.490553653508,2018-01-24 11:44:21 -0800,22.0,5.25
191,193,Utah_300,3,3,3,24,Female,Latino or Hispanic,0,0,Moab,Friends,Climb/hike,8,32.0,13.0,18.0,2449.0,4.13333333333333,4.09090909090909,3.8333333333333304,1.5,5.0,5.5,3.5,5.5,6.5,5.33333333333333,6.66666666666667,3.0,5.0,4.4,2.2,4,3,3,1,2,3,3,2,1,3,5,4,5,1,5,2,2,1,2,4,5,4,4,5,4,5,4,2,3,2,2,1,1,4,5,4,2,2,1,1,4,4,1,510.73018341893095,16.439088895266817,51.368395661352174,72.8062219465637,61.9297266102336,83.608720437987,79.4753348898777,2018-01-24 19:26:36 -0800,16.0,5.75
192,194,Utah_301,3,5,1,19,Female,Caucasian,0,0,Seattle,My family.,"Visit family, walk around the city.",15,33.0,12.0,19.0,2631.3,3.4,1.54545454545455,5.0,4.0,5.0,6.0,6.0,6.5,4.5,1.6666666666666698,2.0,2.6666666666666696,2.1111111111111103,3.2,2.4,5,3,2,1,1,1,1,4,1,4,5,5,5,4,5,2,5,1,4,3,2,5,4,4,4,2,5,2,4,1,4,1,1,5,5,5,2,2,2,2,1,2,1,486.988408859004,50.86143047613584,50.29655459538358,87.8128656693038,80.5826033714519,113.13889835609,81.88721008646858,2018-01-29 10:29:48 -0800,34.0,3.75
193,195,Utah_302,3,6,1,20,Male,Caucasian,0,0,Wherever my friends and family are,friends and family,does not really matter,12,14.0,4.0,9.0,553.5,2.13333333333333,2.3636363636363598,2.5,4.0,2.5,6.0,7.0,7.0,7.0,4.66666666666667,9.0,4.66666666666667,6.111111111111111,2.8,3.8,1,6,4,1,1,1,1,1,1,4,4,5,4,5,3,3,4,2,4,4,2,4,4,5,1,1,1,2,2,1,5,1,1,1,4,2,1,1,1,5,1,2,1,143.804761105995,34.98683331487136,74.2543817340499,59.6402464971338,90.7480916696426,71.1184298915827,129.11785173270098,2018-01-30 09:09:10 -0800,34.0,4.0
194,196,Utah_303,5,5,3,23,Female,Caucasian,0,1,Coffee shop or libraries,"Myself, friends, or family","hang out, read, play board games, study",12,30.0,10.0,18.0,1811.0,3.86666666666667,1.8181818181818201,3.8333333333333304,2.125,1.5,5.5,4.5,7.0,7.0,2.0,9.0,6.33333333333333,5.77777777777778,3.8,1.4,4,3,3,1,1,2,3,3,1,3,5,1,5,1,5,2,1,1,4,2,5,2,2,5,3,5,4,4,3,4,2,1,1,4,5,4,2,4,1,2,1,1,1,107.53410749748001,38.81001018334265,53.6892148218409,70.3939400581418,86.3866228486982,122.801048961483,88.94825645298701,2018-01-31 11:52:29 -0800,12.0,3.875
195,197,Utah_304,3,4,1,18,Male,Caucasian,0,0,Home,My partner,Netflix and chill,5,,,,,2.93333333333333,1.27272727272727,2.6666666666666696,2.0,4.0,4.5,3.5,3.0,6.5,1.6666666666666698,2.6666666666666696,2.3333333333333304,2.22222222222222,2.0,3.6,1,2,2,1,1,1,5,5,1,5,4,3,4,3,4,3,3,2,3,1,4,3,3,1,1,1,4,2,2,2,4,1,2,2,3,1,4,4,2,3,1,1,1,202.495446942887,37.815378469420864,55.33999128971889,55.693882048753004,70.1565713114842,142.008655524929,117.85985241904699,2018-02-05 10:23:46 -0800,44.0,4.0
196,198,Utah_305,6,5,3,23,Male,Caucasian,0,0, Jackson Hole,Friends,"mountain bike, rock climb, camp, hot spring, river raft",24,17.0,4.0,12.0,674.1,4.86666666666667,3.3636363636363598,3.8333333333333304,1.375,3.0,5.5,5.0,6.5,7.0,2.0,6.33333333333333,2.0,3.44444444444444,4.6,1.2,2,3,3,1,2,3,1,2,2,2,5,2,5,2,5,2,1,1,1,4,1,4,4,4,4,4,4,5,4,5,1,1,1,4,4,5,2,4,1,4,3,4,1,516.071914027696,8.285636181210146,21.78675981808336,56.2294439558676,61.1017258910626,90.32742040590841,48.8205473812449,2018-02-08 10:13:39 -0800,80.0,5.75
