,Unnamed: 0,id,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Fav,FavPpl,FavActivity,UStotal,UTtotal,UTrural,UTurban,UTdist,SBtotal,Orient,Route,SA,BFExtraverted,BFAgreeableness,BFConscient,BFEmoStabil,BFOpennness,SOIbehavior,SOIattitude,SOIdesire,SOItotal,ATOTpleasure,ATOTnopleasure,Q1,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,Map,WithinRtPt,BetweenRtPt,WithinRtPtAllo,BetweenRtPtAllo,WithinDist,BetweenDist,date,MRT,PSAS
72,73,Utah_175,3,3,2,19,Female,Caucasian,0,0,At my friend's house,a group of friends,"Talk, eat, watch movies",5,24.0,4.0,19.0,1052.6,3.4,2.90909090909091,4.5,3.0,4.5,7.0,6.0,4.5,6.5,1.0,1.0,3.0,1.6666666666666698,4.8,5.0,3,2,2,1,1,1,4,5,1,3,5,5,5,2,4,4,5,2,4,1,3,4,4,5,1,2,3,2,4,1,3,1,2,4,5,4,1,2,3,2,3,4,4,269.930322833139,70.3604005656561,73.3221108952919,62.549770743776506,95.61437890091891,129.300647633319,128.974255678927,2017-10-17 07:08:06 -0700,22.0,4.75
73,74,Utah_176,3,3,2,18,Male,Caucasian,0,0,outside,Family and friends,"play sports, eat, explore",12,26.0,8.0,16.0,2608.5,5.33333333333333,3.45454545454545,3.5,1.5,2.0,4.0,5.5,6.5,5.5,1.0,5.33333333333333,0.0,2.1111111111111103,5.4,2.0,5,5,2,1,2,3,3,3,1,3,5,2,5,3,4,3,1,2,1,2,4,2,4,4,5,4,5,5,4,5,1,1,1,4,4,3,1,2,3,2,5,1,2,117.798816651626,8.021018830497425,56.3884754146791,49.7764658368005,77.0800513563675,71.7069990172767,72.18419359273491,2017-10-17 08:03:48 -0700,40.0,5.4375
74,75,Utah_177,3,5,1,19,Female,Caucasian,0,0,In the hills near the beach back home. ,Myself or a couple friends ,Run and relax,11,21.0,9.0,11.0,2193.4,4.06666666666667,3.2727272727272703,3.8333333333333304,1.875,5.5,5.5,4.0,6.5,6.5,1.6666666666666698,7.66666666666667,2.3333333333333304,3.88888888888889,4.0,2.4,4,3,4,2,1,2,3,3,1,3,5,3,5,2,5,2,2,2,1,2,4,4,5,4,3,2,4,4,3,4,3,1,1,5,5,5,4,1,2,4,1,1,1,142.24320767304198,36.66807459094181,44.9453636041146,72.75457225026359,83.6298838326783,80.3317180307274,98.1349885316374,2017-10-17 08:09:42 -0700,34.0,3.9375
75,76,Utah_178,3,4,1,20,Male,Asian/Pacific-Islanders,0,0,Home,Friends,Relax,5,,,,,4.73333333333333,2.2727272727272703,3.1666666666666696,3.125,4.0,5.0,6.0,5.0,4.5,0.0,0.0,0.0,0.0,5.2,4.6,6,3,2,2,1,1,3,3,1,3,4,4,4,4,4,5,4,3,4,2,5,4,5,2,5,2,3,3,4,4,3,1,1,4,5,3,4,4,2,3,3,3,3,289.945295113484,36.690674658391316,63.366822165053975,83.62906335581721,53.0113297375672,96.30595413420919,84.8239799604565,2017-10-17 15:30:01 -0700,12.0,3.4375
76,77,Utah_179,5,4,5,28,Male,Caucasian,0,0,Germany,Significant partner,"Sight see, eat at local restraunts, shop",12,34.0,11.0,20.0,2907.9,5.33333333333333,3.6363636363636402,4.5,1.375,6.5,5.5,7.0,6.0,6.5,1.33333333333333,7.0,3.6666666666666696,4.0,4.4,2.4,2,2,3,1,1,1,3,2,1,3,4,4,4,3,5,3,4,1,2,1,2,2,4,5,4,4,5,5,5,2,1,1,1,5,5,5,3,2,1,2,4,2,3,200.903921253411,9.805030647257075,63.35047340126955,55.5337293596331,103.416751564901,131.675308668267,79.5416908993535,2017-10-17 15:35:00 -0700,56.0,5.3125
77,78,Utah_180,3,6,1,19,Female,Caucasian,0,0,"the beach, outdoors,  amusement parks, home ",family or friends ,relax or have fun,16,9.0,1.0,8.0,426.1,4.6,3.54545454545455,4.33333333333333,2.0,6.0,7.0,7.0,5.5,7.0,1.6666666666666698,1.33333333333333,2.6666666666666696,1.88888888888889,4.6,2.4,3,5,5,3,2,2,3,3,1,3,5,4,5,2,5,3,4,4,3,2,5,4,5,3,3,4,3,2,3,3,1,1,1,4,5,4,4,4,1,2,3,1,1,279.170584602583,57.621974157129976,59.025259822489865,95.0056783325918,77.9366974250938,192.32913560128898,255.11192291753997,2017-10-17 16:41:42 -0700,32.0,5.875
78,79,Utah_181,2,6,1,18,Female,Caucasian,0,0,L.A.,Family or friends,"baseball games, hockey games, beach, or just anything in the city",22,26.0,9.0,16.0,2337.2,4.66666666666667,3.54545454545455,3.6666666666666696,1.25,4.5,4.5,5.5,6.5,4.5,1.0,1.0,2.0,1.33333333333333,5.4,1.4,2,7,2,1,1,2,1,2,1,3,5,2,5,3,5,3,2,1,1,2,4,4,5,4,4,4,4,5,5,5,2,1,1,4,5,5,2,3,1,2,2,1,1,177.370001879726,22.871712868428553,44.623976568498385,63.666073864969995,82.9497929815403,116.560299395945,94.0797910519675,2017-10-18 15:40:38 -0700,24.0,4.0625
79,80,Utah_182,3,6,2,22,Male,Caucasian,0,0,My cabin near Heber City,"Family, Friends, Girlfriend","Go hiking, fishing, kayaking, read, grill",17,36.0,18.0,16.0,3726.6,5.06666666666667,3.54545454545455,4.83333333333333,2.25,6.0,5.5,3.5,4.0,6.5,1.0,1.0,1.0,1.0,5.6,1.8,3,5,5,2,2,3,3,2,1,4,5,2,5,1,5,2,3,1,1,3,5,5,5,4,5,4,4,5,5,5,2,1,1,2,5,2,1,1,2,4,4,1,1,,,,,,,,,,
80,81,Utah_183,3,2,1,18,Female,Latino or Hispanic,0,0,Lagoon.,Friends or family.,Eat and go on rides.,7,26.0,8.0,18.0,1393.0,2.13333333333333,2.09090909090909,3.8333333333333304,3.0,5.5,6.0,5.5,4.5,4.5,1.0,2.6666666666666696,1.0,1.55555555555556,2.4,2.6,4,3,3,1,2,2,3,1,1,4,4,4,4,3,2,4,3,3,2,1,4,4,4,1,1,1,1,1,1,2,5,1,2,3,5,2,5,2,2,2,2,1,1,478.91162059125,40.86816620477131,78.55320282890756,64.77604694454,91.5411776981942,104.02409258639099,139.798687137721,2017-10-19 15:52:35 -0700,48.0,4.75
81,82,Utah_184,2,6,1,19,Male,Caucasian,0,0,Boise,My family,Outdoorsy stuff,13,8.0,0.0,8.0,111.3,4.26666666666667,2.3636363636363598,3.6666666666666696,2.0,2.0,4.5,6.5,6.5,5.5,1.0,3.0,1.6666666666666698,1.88888888888889,5.0,2.0,5,7,8,2,2,3,1,5,1,3,5,2,5,2,5,3,4,2,2,2,2,4,3,4,3,2,4,3,3,3,2,1,1,5,5,4,2,4,3,2,2,1,1,97.53683671984949,20.501810227015394,39.8292426877268,51.67510355442761,77.8872311684949,99.51343934920851,84.81457173923,2017-10-20 08:45:03 -0700,60.0,4.9375
82,83,Utah_185,3,5,1,21,Female,Caucasian,0,0,Mountains,Friends/partner,"Hike, swim if lake, chill",17,12.0,1.0,11.0,575.0,1.73333333333333,2.2727272727272703,3.8333333333333304,2.625,2.5,3.5,3.0,3.5,4.5,1.33333333333333,4.0,1.0,2.1111111111111103,2.6,3.2,4,5,3,2,1,1,1,2,1,3,5,5,5,3,4,2,2,2,2,1,5,5,5,1,1,1,1,1,3,4,5,1,1,5,5,5,3,2,5,4,1,1,1,265.17022832096,58.72890746607983,65.67873898341466,102.681984990093,63.4115842816104,113.35827732398998,222.280647333243,2017-10-20 09:05:22 -0700,44.0,3.3125
83,84,Utah_186,3,4,2,20,Female,Caucasian,0,0,In the mountains - any state,"Boyfriend, father, and/or dog",Hike and camp,28,25.0,8.0,15.0,2041.4,4.86666666666667,3.6363636363636402,4.16666666666667,2.0,3.0,4.5,6.5,6.5,6.0,1.33333333333333,3.3333333333333304,2.3333333333333304,2.3333333333333304,5.2,2.6,3,3,3,2,1,2,3,1,1,3,5,4,5,3,4,2,2,2,3,1,5,2,4,5,5,5,4,5,5,5,2,1,1,4,5,5,2,2,2,4,5,1,2,259.477007872578,30.170266256827055,64.05244206402915,64.7447794490277,98.25533544871,116.611854595455,160.039562463474,2017-10-20 09:51:04 -0700,18.0,5.1875
84,85,Utah_187,4,1,5,25,Androgynous,Caucasian,0,0,"Near water, (e.g. Lava Hot Springs, ID)",My partner,Relax and reflect,10,26.0,7.0,18.0,1518.7,3.2666666666666697,2.90909090909091,3.8333333333333304,2.875,2.5,5.0,4.0,5.0,4.5,1.6666666666666698,3.6666666666666696,1.33333333333333,2.22222222222222,4.2,3.0,2,3,3,2,2,2,4,4,1,4,5,4,4,2,4,4,4,4,4,1,2,2,4,2,2,4,4,2,2,2,4,2,2,4,4,3,4,4,2,4,3,1,2,165.75207927495,24.8172505443535,42.89210346097009,69.2731871658347,92.3701899739192,94.13698876556542,106.331727639468,2017-10-20 09:56:30 -0700,32.0,3.9375
85,86,Utah_188,4,3,3,20,Female,Latino or Hispanic,0,1,Home,My family,Homework,7,19.0,4.0,14.0,714.5,1.53333333333333,1.3636363636363602,3.6666666666666696,2.875,1.0,6.5,4.0,3.5,4.5,2.0,2.6666666666666696,1.0,1.88888888888889,1.8,2.4,2,2,2,1,1,1,4,5,1,3,4,3,3,3,3,3,3,3,4,1,1,2,1,1,2,1,1,1,1,1,4,5,3,1,3,1,5,5,4,5,1,1,1,245.51251562386398,29.436289090169787,60.873977868516796,53.2530831379393,72.426747480554,113.67337263125602,121.549812384249,2017-10-20 10:52:58 -0700,36.0,3.75
86,87,Utah_189,2,5,1,18,Female,Caucasian,0,0,California,Family,Visit family,12,27.0,9.0,16.0,2579.2,4.33333333333333,3.45454545454545,3.8333333333333304,2.875,4.5,4.0,4.5,3.0,5.5,1.33333333333333,9.0,2.0,4.11111111111111,3.6,2.0,3,5,4,2,1,2,3,1,1,4,5,4,5,3,4,2,2,1,2,2,5,5,5,4,4,5,4,1,5,3,2,1,2,4,5,2,1,2,5,2,3,1,1,463.23581739595,16.48063173829444,35.719624277465286,75.961400172263,87.58738130481122,74.84809132976758,75.6414273546928,2017-10-20 11:13:15 -0700,34.0,4.625
87,88,Utah_190,3,3,1,19,Female,Caucasian,0,0,My couch at home,My boyfriend,"Watch movies, talk, read, or play video games",12,15.0,2.0,13.0,551.9,4.4,2.90909090909091,3.5,2.875,3.5,6.5,6.0,3.5,5.0,2.6666666666666696,2.3333333333333304,1.33333333333333,2.1111111111111103,4.8,2.8,1,4,4,1,1,1,5,4,1,4,5,3,5,4,5,3,4,1,4,2,5,5,5,4,3,4,5,5,4,2,2,1,1,2,5,1,1,2,1,2,1,1,1,278.102373783298,17.053917865124113,56.752442625740564,78.2040481367513,76.50404118517629,169.11006023322702,136.456619880575,2017-10-20 12:08:27 -0700,4.0,4.5
88,89,Utah_191,3,4,4,25,Male,Caucasian,1,1,California,My wife,Visit parents/disneyland,14,14.0,4.0,10.0,748.5,3.86666666666667,3.7272727272727297,4.16666666666667,3.625,2.0,5.5,4.5,7.0,3.5,2.0,6.66666666666667,8.66666666666667,5.77777777777778,5.0,4.0,3,4,4,1,1,2,3,4,1,4,3,4,4,4,3,4,2,4,1,2,4,3,4,4,4,4,3,3,4,4,2,1,1,4,5,1,4,2,1,2,1,3,4,472.601635118751,17.365841687043872,77.65976719007128,55.975461690551796,62.6742409460883,88.8710611502614,88.9779546495418,2017-10-20 12:19:21 -0700,26.0,4.3125
89,90,Utah_192,3,5,1,21,Male,Caucasian,0,0,California,my girlfriend,go to the beach,13,31.0,11.0,18.0,2213.8,4.4666666666666694,2.81818181818182,3.3333333333333304,2.875,3.0,5.0,5.5,6.5,5.0,1.33333333333333,4.33333333333333,1.6666666666666698,2.44444444444444,4.0,3.0,5,8,2,2,1,1,3,2,1,4,2,4,2,4,3,4,4,4,4,3,4,3,3,4,4,3,4,2,3,4,2,2,2,2,5,3,3,1,4,2,3,2,3,273.64466445141005,37.208639568351884,57.06269152788615,105.629276812913,70.4322715132948,104.34476312623501,109.38684145314899,2017-10-23 10:14:12 -0700,-12.0,4.125
90,91,Utah_193,3,5,1,19,Female,Caucasian,0,0,at home,family,talk and relax,21,15.0,4.0,11.0,297.6,4.26666666666667,2.90909090909091,4.0,2.25,2.5,6.0,7.0,6.5,6.5,1.33333333333333,4.0,1.6666666666666698,2.3333333333333304,4.2,2.6,2,3,3,2,1,2,5,4,1,5,3,4,4,4,3,3,4,4,2,2,5,2,2,3,2,4,4,4,3,1,2,1,1,4,4,3,4,4,4,4,4,1,1,152.084951815025,40.78458679707393,63.376691622669874,74.2254867303698,69.7362907905468,53.1060741001167,88.0920160066613,2017-10-23 14:33:29 -0700,36.0,4.25
91,92,Utah_194,2,1,1,22,Female,Caucasian,0,0,Europe (if possible),By myself,Discover new places,13,18.0,3.0,14.0,898.7,3.2,2.6363636363636402,4.16666666666667,2.5,6.5,5.0,5.0,4.0,6.0,1.33333333333333,1.6666666666666698,1.6666666666666698,1.55555555555556,4.2,2.0,3,3,4,1,2,2,1,1,1,4,4,3,4,1,3,3,1,1,3,3,1,5,5,4,3,1,4,3,5,3,3,3,4,2,3,1,2,5,3,5,3,2,2,215.556781247624,31.5011116594359,70.40714346224303,67.3630787354011,81.3355327154753,100.79455230478099,192.30207229546102,2017-10-26 14:42:00 -0700,18.0,4.125
92,93,Utah_195,2,4,1,18,Female,Asian/Pacific-Islanders,0,2,California,Family,Spend time with family and explore,4,5.0,0.0,5.0,67.8,3.6,1.54545454545455,4.33333333333333,2.5,5.5,5.5,6.5,6.5,6.5,1.0,1.0,1.0,1.0,4.0,1.4,3,2,1,1,1,1,3,1,1,2,5,5,5,1,3,3,5,5,1,1,5,5,3,3,3,1,1,1,1,1,2,1,2,1,5,1,5,3,2,4,1,1,1,470.849670445234,36.801893766443335,52.05670115621358,78.0343850898996,78.94999655368359,108.935027751289,163.563600366971,2017-10-27 08:21:56 -0700,16.0,3.625
93,94,Utah_196,2,6,1,18,Female,Asian/Pacific-Islanders,0,0,Gym,friends,"exercise, play basketball",13,9.0,1.0,8.0,597.0,2.93333333333333,1.6363636363636398,4.33333333333333,3.0,3.0,5.0,6.5,5.5,5.5,1.0,1.6666666666666698,1.33333333333333,1.33333333333333,2.8,3.8,3,5,3,2,1,1,3,3,1,4,4,5,4,5,2,3,4,3,5,1,5,3,3,4,3,3,4,2,3,1,3,1,1,1,5,1,1,3,1,1,1,1,1,312.3173530563,31.35290562576064,61.41387283618167,85.31313638485679,67.939397790494,129.312746379793,235.167405637706,2017-10-27 11:03:14 -0700,18.0,4.1875
94,95,Utah_197,4,5,2,25,Female,Caucasian,0,0,Home,Friends or family,Relax be myself,9,31.0,12.0,18.0,2654.9,1.6,2.6363636363636402,3.3333333333333304,3.625,7.0,7.0,3.0,6.5,6.5,6.0,9.0,7.66666666666667,7.55555555555556,1.8,4.2,4,4,2,1,1,1,5,5,1,5,5,5,4,1,1,3,2,5,5,3,3,5,5,1,1,5,2,1,2,2,5,5,1,3,3,1,2,4,1,1,1,1,1,284.504793610867,35.62727503772938,62.363280633095044,68.6123151784927,84.2824770244375,215.04737036970502,170.470820852144,2017-11-02 08:34:29 -0700,12.0,3.75
95,96,Utah_198,2,6,1,19,Male,Asian/Pacific-Islanders,0,1,Tennis courts,Tennis club,Play,6,10.0,3.0,7.0,200.3,5.66666666666667,3.54545454545455,4.66666666666667,1.5,6.0,6.5,4.5,7.0,7.0,2.0,5.33333333333333,3.3333333333333304,3.55555555555556,5.4,2.4,6,8,8,3,4,3,2,2,1,3,5,4,5,5,1,2,5,1,2,4,4,4,5,5,5,2,5,4,5,5,1,5,1,5,5,4,2,2,4,2,4,4,5,282.17859277692,27.22598044706203,52.363952714768715,72.9532524762161,97.53157342217399,86.42742027634131,93.2579251011565,2017-11-02 09:07:40 -0700,16.0,5.75
96,97,Utah_199,2,4,1,18,Female,African-American,0,0,California ,Family,"Relax, explore ",8,15.0,4.0,10.0,1242.8,3.6,3.45454545454545,4.5,3.25,2.0,5.5,6.0,5.5,6.5,1.0,4.66666666666667,2.6666666666666696,2.77777777777778,4.6,3.8,4,2,5,3,1,1,3,4,1,4,5,5,4,4,2,2,4,3,3,3,3,5,5,3,1,1,4,1,2,2,2,1,2,3,4,1,3,2,1,2,5,2,1,411.85182756228403,62.13059446839402,68.83138903358488,66.7958915174835,91.2023398456394,106.41448305589701,194.18972075628898,2017-11-02 15:39:15 -0700,-6.0,4.875
97,98,Utah_200,3,6,3,23,Male,Caucasian,0,0,In the mountains,My wife,"Hike, relax, fish, camp",14,33.0,13.0,19.0,2875.5,3.3333333333333304,2.3636363636363598,2.6666666666666696,2.25,4.5,6.0,6.0,4.0,4.0,1.33333333333333,1.0,1.6666666666666698,1.33333333333333,4.2,3.0,4,3,3,1,2,3,3,2,1,4,5,3,5,2,4,3,2,1,3,4,3,1,2,2,3,3,2,3,3,4,3,1,1,4,5,4,1,1,2,4,1,1,1,220.81903158317402,57.53358809826001,72.75112932820312,55.18304988843221,91.7306422907749,102.75674504065701,254.329740541616,2017-11-02 16:26:30 -0700,46.0,3.4375
98,99,Utah_201,4,5,4,29,Male,Caucasian,1,1,the lake,family and friends,jet ski,12,24.0,8.0,16.0,1515.3,4.66666666666667,4.63636363636364,4.66666666666667,1.0,5.5,6.0,6.0,4.5,4.5,1.33333333333333,2.0,3.0,2.1111111111111103,5.0,1.6,5,5,2,2,2,1,3,2,1,2,4,3,4,3,4,4,2,1,1,3,4,5,4,5,5,4,5,5,4,4,2,1,2,4,5,4,1,1,4,5,4,4,3,302.871073347874,36.12720793188908,52.87086203942156,60.299168458648396,81.3194834173087,101.091446796397,181.369438939334,2017-11-03 13:05:02 -0700,66.0,4.6875
99,100,Utah_202,2,5,5,24,Female,Latino or Hispanic,0,0,hawaii,Husband,relax at the beach,9,17.0,2.0,15.0,797.5,3.0,2.09090909090909,3.8333333333333304,3.0,3.5,7.0,6.5,5.5,7.0,2.0,1.0,1.0,1.33333333333333,3.6,3.0,4,2,2,2,1,1,3,4,1,5,5,3,4,3,1,3,4,5,3,1,5,4,4,3,1,1,2,1,2,2,4,1,3,3,5,4,1,4,1,1,1,4,1,254.89132004189202,54.90197821176785,34.69985423967339,76.1944799780678,67.8791033479441,160.0342516158,168.975867920352,2017-11-06 15:38:41 -0800,4.0,3.3125
100,101,Utah_203,4,3,1,24,Female,Caucasian,0,1,At home,My family,Relax,1,30.0,10.0,19.0,2279.7,2.3333333333333304,1.45454545454545,3.5,4.25,1.5,3.5,6.0,3.0,3.0,5.66666666666667,5.0,4.66666666666667,5.111111111111111,4.0,5.2,3,4,2,1,1,1,3,2,1,4,4,5,4,4,4,4,5,5,4,5,4,2,2,2,2,2,4,1,2,1,5,1,4,1,4,1,5,1,2,5,4,1,1,293.496023071983,63.966090312775734,72.3542548148543,70.4452394751858,86.0486718997996,148.672768484286,199.853529160895,2017-11-07 08:02:46 -0800,28.0,2.875
101,102,Utah_204,4,7,1,18,Female,Caucasian,0,0,Florida,Family,"Visit DisneyWorld, go to beaches",19,10.0,0.0,10.0,245.3,4.33333333333333,2.90909090909091,4.66666666666667,2.875,4.0,5.0,6.5,2.0,5.5,1.33333333333333,4.66666666666667,2.6666666666666696,2.88888888888889,4.6,1.8,2,6,5,1,1,1,5,3,1,4,5,3,4,5,5,2,3,1,5,2,5,4,4,3,4,5,2,1,4,1,2,1,1,5,5,5,1,5,5,2,1,1,1,261.053241235351,41.67737364109224,51.67252183489883,54.72296217400021,108.706978691849,128.051303108205,204.04092755851002,2017-11-07 15:44:18 -0800,22.0,3.6875
102,103,Utah_205,3,6,3,22,Male,Caucasian,0,0,Ashley national forrest,friends/co-workers,"backpack, mountain bike",29,33.0,17.0,15.0,3367.8,5.2,3.2727272727272703,1.6666666666666698,1.125,7.0,4.5,4.5,5.5,6.0,4.0,8.66666666666667,2.6666666666666696,5.111111111111111,5.4,1.8,5,6,8,1,4,4,3,3,1,2,5,2,5,2,4,2,1,1,1,5,5,4,4,5,4,5,5,5,4,4,1,1,1,4,5,4,4,1,1,1,5,4,2,242.330025946554,32.56290403858876,74.72289380272974,60.8125203959992,94.3961378991778,156.154409991889,253.96686659841097,2017-11-08 14:38:01 -0800,32.0,4.25
103,104,Utah_206,3,5,1,20,Female,Asian/Pacific-Islanders,0,0,hawaii,family,swim ,5,11.0,2.0,9.0,566.5,2.7333333333333303,2.54545454545455,3.5,2.25,2.0,5.0,5.5,5.5,4.0,2.0,2.6666666666666696,1.33333333333333,2.0,4.0,2.6,1,3,2,1,1,1,4,4,1,4,4,2,3,2,3,4,2,2,3,2,2,3,1,3,1,2,4,1,1,1,3,1,2,3,5,4,4,4,2,4,1,1,1,194.44112048245097,16.523875557626592,45.87749618696017,63.6134262866326,87.04785589435659,99.9087144931472,81.52360212785621,2017-11-09 13:45:41 -0800,18.0,4.1875
104,105,Utah_207,3,5,1,18,Female,Caucasian,0,3,pool,team mates,swim,14,27.0,12.0,13.0,3192.6,3.8,3.7272727272727297,3.5,1.125,2.5,6.0,6.5,6.5,6.5,1.0,1.0,1.0,1.0,4.4,2.2,3,3,3,2,3,3,1,3,1,3,5,3,5,2,4,4,1,2,2,2,3,4,3,5,3,4,5,4,3,4,2,1,1,4,5,2,2,2,2,4,3,3,1,154.885005920579,26.23270718596023,41.96093528806203,65.4157202489769,76.1512148575329,103.89847412390499,86.1898569627792,2017-11-09 14:30:29 -0800,32.0,5.125
105,106,Utah_208,3,5,1,20,Male,Caucasian,0,0,Idaho Falls at home,myself and my family whom live there,"Shoot, drive truck, relax and do whatever come to mind really",11,12.0,1.0,11.0,492.7,4.93333333333333,3.6363636363636402,2.8333333333333304,1.625,5.0,6.0,4.5,6.5,5.0,1.0,1.0,1.6666666666666698,1.22222222222222,4.8,2.2,6,5,2,1,2,2,3,3,1,3,4,3,4,2,5,3,2,1,2,4,3,4,4,5,5,5,5,5,4,4,2,1,1,4,5,3,1,4,1,3,3,3,4,69.66250787652821,9.45032103536734,57.38826182963763,56.85485167529671,68.97642092514461,98.1680517376622,56.4275950524417,2017-11-10 08:17:20 -0800,22.0,4.6875
106,107,Utah_209,4,3,4,21,Female,Latino or Hispanic,1,1,cancun,family or friends ,"do tours, visit beaches",4,24.0,7.0,16.0,1472.9,2.53333333333333,2.0,4.33333333333333,2.875,7.0,4.0,4.0,5.0,6.5,4.33333333333333,8.33333333333333,5.33333333333333,6.0,3.4,4.8,2,3,3,1,1,2,3,2,1,5,4,4,4,2,3,2,4,4,5,4,3,5,5,1,1,1,2,2,2,1,4,1,2,3,4,2,4,4,4,2,1,1,1,258.05092661877603,62.29667715761059,76.68334169451023,67.35038142514529,79.48618946209709,123.240483748379,221.652842152004,2017-11-10 09:09:10 -0800,18.0,4.125
107,108,Utah_210,3,2,3,18,Female,Caucasian,0,0,my bed,myself,"sleep,eat,movies",6,18.0,5.0,12.0,1153.3,2.6,1.90909090909091,4.66666666666667,3.875,2.0,4.5,5.5,3.0,5.5,1.6666666666666698,1.6666666666666698,2.3333333333333304,1.88888888888889,3.2,4.4,3,2,2,1,1,1,3,2,1,3,4,4,4,3,3,4,3,3,4,2,2,3,4,4,2,2,1,1,1,1,3,1,3,2,4,1,4,2,1,4,4,1,1,255.48221164012799,56.93702888214154,71.42863743089393,66.7044817955448,98.4272418014489,229.30479383988097,304.60415870284,2017-11-10 09:37:56 -0800,40.0,4.625
108,109,Utah_211,2,5,2,18,Female,Caucasian,0,2,in the Uintah mountains ,my family and friends ,"fish, four-wheeler rides, snow mobile rides, camp",14,32.0,12.0,18.0,2856.7,4.6,3.09090909090909,3.3333333333333304,3.25,5.5,2.5,5.5,6.5,5.0,1.0,5.66666666666667,3.3333333333333304,3.3333333333333304,4.6,2.4,3,3,4,2,1,2,4,4,1,3,5,3,5,3,5,2,4,2,2,3,4,4,3,4,5,5,4,4,4,4,1,1,4,4,4,4,2,4,1,4,3,1,4,269.315775531511,31.86494916646673,72.75698886544069,62.9923271089106,77.2102657851481,116.00093643421101,169.765467904111,2017-11-10 10:49:57 -0800,30.0,5.0
109,110,Utah_212,3,5,2,18,Male,Caucasian,0,0,california,cousins,"beach, disneyland",11,27.0,7.0,19.0,1641.4,2.4,1.54545454545455,2.8333333333333304,3.875,2.0,6.0,5.5,5.5,2.5,3.3333333333333304,7.33333333333333,1.6666666666666698,4.11111111111111,1.6,4.4,4,4,2,1,1,1,3,3,1,4,4,5,4,4,2,5,4,5,5,1,4,1,1,4,2,2,1,1,2,2,4,1,1,1,4,1,2,4,1,1,5,1,1,173.180567659981,27.191746162341573,54.904353820124285,60.695730214018404,96.19669213959,75.210998819197,96.2000687653499,2017-11-10 10:48:39 -0800,48.0,2.25
110,111,Utah_213,2,4,1,18,Male,Caucasian,0,0,The outdoors,Friends,Explore,1,15.0,7.0,7.0,1845.3,4.0,3.09090909090909,2.3333333333333304,1.25,3.5,5.0,7.0,5.0,6.0,2.6666666666666696,5.0,2.0,3.22222222222222,4.0,2.6,2,5,5,2,2,3,1,3,1,3,5,2,4,3,1,3,4,3,3,3,3,4,3,3,4,5,3,3,4,3,1,1,1,4,5,4,4,1,2,2,2,1,1,205.70985954694402,21.73670789291975,48.76038114391555,58.2283053137993,80.8124049441398,76.735339431226,168.313801760365,2017-11-10 11:40:03 -0800,24.0,5.0
111,112,Utah_214,2,5,1,19,Female,Caucasian,0,0,My house,no one,whatever I want,17,29.0,10.0,19.0,1956.3,3.86666666666667,1.54545454545455,3.0,3.875,2.0,4.5,6.0,2.0,5.0,3.3333333333333304,9.0,3.3333333333333304,5.22222222222222,4.8,5.4,6,4,2,1,1,1,3,2,1,3,4,4,4,4,2,2,5,2,5,4,4,3,3,4,3,5,3,2,2,3,2,1,1,3,3,1,4,1,5,1,3,1,1,223.968270929614,43.87559253262149,52.80806966698745,70.17045892762239,98.6725439174028,226.041297372424,271.651097826167,2017-11-10 12:05:52 -0800,36.0,4.125
112,113,Utah_215,3,7,4,18,Female,Caucasian,0,0,"Brisbane, Australia",friends and family,explore the city and catch up with friends,16,11.0,1.0,10.0,181.6,3.7333333333333303,3.18181818181818,3.8333333333333304,2.625,7.0,6.5,6.0,4.0,7.0,1.0,1.33333333333333,1.33333333333333,1.22222222222222,5.0,1.8,2,4,8,2,1,2,3,3,1,3,5,4,5,2,5,1,4,2,2,4,5,5,5,4,4,1,2,4,5,4,2,1,3,2,4,2,2,4,3,1,1,1,1,522.5152507146009,17.274969837617036,28.80843450276965,56.9988727016271,65.3762819194068,75.47257451451101,76.8051172106843,2017-11-14 14:46:07 -0800,42.0,3.625
113,114,Utah_217,2,5,3,20,Female,Latino or Hispanic,0,0,The beach ,family ,lay in the sand ,7,23.0,5.0,18.0,774.1,3.93333333333333,2.81818181818182,4.5,1.375,6.5,4.5,4.5,5.0,6.5,1.33333333333333,3.0,1.0,1.77777777777778,3.8,2.2,2,3,3,2,2,1,3,3,1,4,5,4,5,3,3,1,3,3,3,3,3,5,5,3,3,1,4,1,4,1,3,1,1,3,5,1,5,2,1,1,3,1,5,290.419029989202,61.030737789128764,68.02287949307785,73.9395560934758,85.83373910764921,134.45609508088498,229.3759443495,2017-11-16 08:05:24 -0800,-4.0,4.0625
