"","X","id","Education","FamSES","Income","Age","Gender","Ethnicity","Kids_1","KidsHome_1","Fav","FavPpl","FavActivity","UStotal","UTtotal","UTrural","UTurban","UTdist","SBtotal","Orient","Route","SA","BFExtraverted","BFAgreeableness","BFConscient","BFEmoStabil","BFOpennness","SOIbehavior","SOIattitude","SOIdesire","SOItotal","ATOTpleasure","ATOTnopleasure","Q1","Q3","Q4","Q5","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q25","Q27","Q29","Q32","Q39","Q40","Q42","Q45","Q47","Q49","Q50","Q51","Q52","Q54","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q65","Q66","Q67","Q68","Q69","Q72","Q73","Map","WithinRtPt","BetweenRtPt","WithinRtPtAllo","BetweenRtPtAllo","WithinDist","BetweenDist","date","MRT","PSAS","SOTmean","SOTsd","Pointing","Distance","GPSuse"
"70",70,"Utah_172",3,5,2,20,"Male","Caucasian",0,0,"California ","Friends, family","relax, shop, swim",9,32,11,19,2441.4,4.73333333333333,3.36363636363636,3.66666666666667,3.375,7,5,5.5,4.5,4,2.33333333333333,9,4.33333333333333,5.22222222222222,4,2.8,3,4,2,1,2,2,3,3,1,3,5,4,5,4,4,4,2,3,3,4,4,3,4,5,5,4,5,3,4,4,1,1,2,3,5,1,1,1,1,1,1,1,1,197.470542867827,38.0779429371667,37.7260695338125,59.3191441184349,81.5965412318465,86.1663113522586,130.905235854285,"2017-10-16 10:05:12 -0700",26,4.5625,38.25,44.4197437674244,37.9020062354896,108.535773603272,3
"71",71,"Utah_173",3,5,1,18,"Male","Caucasian",0,0,"Japan","My grandparents","Go to many different places and explore",7,19,7,11,1862.1,4.4,3.45454545454545,3.5,1,1.5,4,5,1.5,1.5,1,4.66666666666667,6.66666666666667,4.11111111111111,5.2,2.8,5,4,4,1,1,2,1,2,1,4,4,5,5,3,4,4,4,2,1,3,4,1,1,5,4,5,4,4,4,5,1,1,1,1,4,1,1,4,3,3,4,1,1,202.404075616945,28.63004038375,48.016289072,60.7595987768173,83.0855953500377,79.034398830981,118.592572950563,"2017-10-16 11:09:30 -0700",26,5.25,7.75,6.04716312151258,38.323164727875,98.813485890772,4
"72",72,"Utah_174",2,4,1,18,"Male","Asian/Pacific-Islanders",0,0,"A restaurant called Tastea","Friends and Family","Eat food and drink boba",12,7,2,5,614,5,3.45454545454545,2.83333333333333,3,5.5,7,6.5,6.5,6.5,1,2.33333333333333,3,2.11111111111111,3.6,2.6,3,3,6,2,1,2,1,4,1,3,5,4,4,4,4,4,4,3,4,1,4,4,4,3,3,5,4,4,3,4,2,1,1,4,4,4,3,4,2,2,2,3,3,405.190961017805,25.3565129012083,46.611685048,88.1093952693838,60.5977067161872,85.1212426027901,296.957561103948,"2017-10-16 14:19:32 -0700",10,4.1875,85.8333333333333,47.8460283016514,35.9840989746042,191.039401853369,3
"73",73,"Utah_175",3,3,2,19,"Female","Caucasian",0,0,"At my friend's house","a group of friends","Talk, eat, watch movies",5,24,4,19,1052.6,3.4,2.90909090909091,4.5,3,4.5,7,6,4.5,6.5,1,1,3,1.66666666666667,4.8,5,3,2,2,1,1,1,4,5,1,3,5,5,5,2,4,4,5,2,4,1,3,4,4,5,1,2,3,2,4,1,3,1,2,4,5,4,1,2,3,2,3,4,4,269.930322833139,49.448888552375,57.5320029858125,62.5497707437765,95.6143789009189,129.300647633319,128.974255678927,"2017-10-17 07:08:06 -0700",22,4.75,81.5833333333333,43.2570715886344,53.4904457690938,129.137451656123,3
"74",74,"Utah_176",3,3,2,18,"Male","Caucasian",0,0,"outside","Family and friends","play sports, eat, explore",12,26,8,16,2608.5,5.33333333333333,3.45454545454545,3.5,1.5,2,4,5.5,6.5,5.5,1,5.33333333333333,0,2.11111111111111,5.4,2,5,5,2,1,2,3,3,3,1,3,5,2,5,3,4,3,1,2,1,2,4,2,4,4,5,4,5,5,4,5,1,1,1,4,4,3,1,2,3,2,5,1,2,117.798816651626,6.36195218433333,44.2622613943125,49.7764658368005,77.0800513563675,71.7069990172767,72.1841935927349,"2017-10-17 08:03:48 -0700",40,5.4375,6.5,5.61653403314309,25.3121067893229,71.9455963050058,3
"75",75,"Utah_177",3,5,1,19,"Female","Caucasian",0,0,"In the hills near the beach back home. ","Myself or a couple friends ","Run and relax",11,21,9,11,2193.4,4.06666666666667,3.27272727272727,3.83333333333333,1.875,5.5,5.5,4,6.5,6.5,1.66666666666667,7.66666666666667,2.33333333333333,3.88888888888889,4,2.4,4,3,4,2,1,2,3,3,1,3,5,3,5,2,5,2,2,2,1,2,4,4,5,4,3,2,4,4,3,4,3,1,1,5,5,5,4,1,2,4,1,1,1,142.243207673042,26.16185770675,35.29507080475,72.7545722502636,83.6298838326783,80.3317180307274,98.1349885316374,"2017-10-17 08:09:42 -0700",34,3.9375,39,28.0778139527214,30.72846425575,89.2333532811824,3
"76",76,"Utah_178",3,4,1,20,"Male","Asian/Pacific-Islanders",0,0,"Home","Friends","Relax",5,NA,NA,NA,NA,4.73333333333333,2.27272727272727,3.16666666666667,3.125,4,5,6,5,4.5,0,0,0,0,5.2,4.6,6,3,2,2,1,1,3,3,1,3,4,4,4,4,4,5,4,3,4,2,5,4,5,2,5,2,3,3,4,4,3,1,1,4,5,3,4,4,2,3,3,3,3,289.945295113484,26.17747813225,49.73071843175,83.6290633558172,53.0113297375672,96.3059541342092,84.8239799604565,"2017-10-17 15:30:01 -0700",12,3.4375,24.3333333333333,16.1489281002758,37.954098282,90.5649670473329,3
"77",77,"Utah_179",5,4,5,28,"Male","Caucasian",0,0,"Germany","Significant partner","Sight see, eat at local restraunts, shop",12,34,11,20,2907.9,5.33333333333333,3.63636363636364,4.5,1.375,6.5,5.5,7,6,6.5,1.33333333333333,7,3.66666666666667,4,4.4,2.4,2,2,3,1,1,1,3,2,1,3,4,4,4,3,5,3,4,1,2,1,2,2,4,5,4,4,5,5,5,2,1,1,1,5,5,5,3,2,1,2,4,2,3,200.903921253411,7.59500264920833,49.7179070144375,55.5337293596331,103.416751564901,131.675308668267,79.5416908993535,"2017-10-17 15:35:00 -0700",56,5.3125,9.5,7.10313631113366,28.6564548318229,105.60849978381,3
"78",78,"Utah_180",3,6,1,19,"Female","Caucasian",0,0,"the beach, outdoors,  amusement parks, home ","family or friends ","relax or have fun",16,9,1,8,426.1,4.6,3.54545454545455,4.33333333333333,2,6,7,7,5.5,7,1.66666666666667,1.33333333333333,2.66666666666667,1.88888888888889,4.6,2.4,3,5,5,3,2,2,3,3,1,3,5,4,5,2,5,3,4,4,3,2,5,4,5,3,3,4,3,2,3,3,1,1,1,4,5,4,4,4,1,2,3,1,1,279.170584602583,40.644505948375,46.328530493125,95.0056783325918,77.9366974250938,192.329135601289,255.11192291754,"2017-10-17 16:41:42 -0700",32,5.875,35.5833333333333,45.2356623861655,43.48651822075,223.720529259414,3
"79",79,"Utah_181",2,6,1,18,"Female","Caucasian",0,0,"L.A.","Family or friends","baseball games, hockey games, beach, or just anything in the city",22,26,9,16,2337.2,4.66666666666667,3.54545454545455,3.66666666666667,1.25,4.5,4.5,5.5,6.5,4.5,1,1,2,1.33333333333333,5.4,1.4,2,7,2,1,1,2,1,2,1,3,5,2,5,3,5,3,2,1,1,2,4,4,5,4,4,4,4,5,5,5,2,1,1,4,5,5,2,3,1,2,2,1,1,177.370001879726,16.6262649064583,35.0432215832188,63.66607386497,82.9497929815403,116.560299395945,94.0797910519675,"2017-10-18 15:40:38 -0700",24,4.0625,56.25,43.087912247151,25.8347432448385,105.320045223956,3
"80",80,"Utah_182",3,6,2,22,"Male","Caucasian",0,0,"My cabin near Heber City","Family, Friends, Girlfriend","Go hiking, fishing, kayaking, read, grill",17,36,18,16,3726.6,5.06666666666667,3.54545454545455,4.83333333333333,2.25,6,5.5,3.5,4,6.5,1,1,1,1,5.6,1.8,3,5,5,2,2,3,3,2,1,4,5,2,5,1,5,2,3,1,1,3,5,5,5,4,5,4,4,5,5,5,2,1,1,2,5,2,1,1,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9166666666667,9.59600611365652,NA,NA,4
"81",81,"Utah_183",3,2,1,18,"Female","Latino or Hispanic",0,0,"Lagoon.","Friends or family.","Eat and go on rides.",7,26,8,18,1393,2.13333333333333,2.09090909090909,3.83333333333333,3,5.5,6,5.5,4.5,4.5,1,2.66666666666667,1,1.55555555555556,2.4,2.6,4,3,3,1,2,2,3,1,1,4,4,4,4,3,2,4,3,3,2,1,4,4,4,1,1,1,1,1,1,2,5,1,2,3,5,2,5,2,2,2,2,1,1,478.91162059125,29.0648232971667,61.6312549320312,64.77604694454,91.5411776981942,104.024092586391,139.798687137721,"2017-10-19 15:52:35 -0700",48,4.75,31.25,29.6007524474387,45.3480391145989,121.911389862056,4
"82",82,"Utah_184",2,6,1,19,"Male","Caucasian",0,0,"Boise","My family","Outdoorsy stuff",13,8,0,8,111.3,4.26666666666667,2.36363636363636,3.66666666666667,2,2,4.5,6.5,6.5,5.5,1,3,1.66666666666667,1.88888888888889,5,2,5,7,8,2,2,3,1,5,1,3,5,2,5,2,5,3,4,2,2,2,2,4,3,4,3,2,4,3,3,3,2,1,1,5,5,4,2,4,3,2,2,1,1,97.5368367198495,14.988265916625,31.28591384675,51.6751035544276,77.8872311684949,99.5134393492085,84.81457173923,"2017-10-20 08:45:03 -0700",60,4.9375,22.4166666666667,32.1260538089155,23.1370898816875,92.1640055442193,3
"83",83,"Utah_185",3,5,1,21,"Female","Caucasian",0,0,"Mountains","Friends/partner","Hike, swim if lake, chill",17,12,1,11,575,1.73333333333333,2.27272727272727,3.83333333333333,2.625,2.5,3.5,3,3.5,4.5,1.33333333333333,4,1,2.11111111111111,2.6,3.2,4,5,3,2,1,1,1,2,1,3,5,5,5,3,4,2,2,2,2,1,5,5,5,1,1,1,1,1,3,4,5,1,1,5,5,5,3,2,5,4,1,1,1,265.17022832096,41.409581952,51.5424108350625,102.681984990093,63.4115842816104,113.35827732399,222.280647333243,"2017-10-20 09:05:22 -0700",44,3.3125,23.4166666666667,27.4141911933925,46.4759963935312,167.819462328617,3
"84",84,"Utah_186",3,4,2,20,"Female","Caucasian",0,0,"In the mountains - any state","Boyfriend, father, and/or dog","Hike and camp",28,25,8,15,2041.4,4.86666666666667,3.63636363636364,4.16666666666667,2,3,4.5,6.5,6.5,6,1.33333333333333,3.33333333333333,2.33333333333333,2.33333333333333,5.2,2.6,3,3,3,2,1,2,3,1,1,3,5,4,5,3,4,2,2,2,3,1,5,2,4,5,5,5,4,5,5,5,2,1,1,4,5,5,2,2,2,4,5,1,2,259.477007872578,21.670785668,50.2679922439687,64.7447794490277,98.25533544871,116.611854595455,160.039562463474,"2017-10-20 09:51:04 -0700",18,5.1875,27,31.171082169799,35.9693889559843,138.325708529464,3
"85",85,"Utah_187",4,1,5,25,"Androgynous","Caucasian",0,0,"Near water, (e.g. Lava Hot Springs, ID)","My partner","Relax and reflect",10,26,7,18,1518.7,3.26666666666667,2.90909090909091,3.83333333333333,2.875,2.5,5,4,5,4.5,1.66666666666667,3.66666666666667,1.33333333333333,2.22222222222222,4.2,3,2,3,3,2,2,2,4,4,1,4,5,4,4,2,4,4,4,4,4,1,2,2,4,2,2,4,4,2,2,2,4,2,2,4,4,3,4,4,2,4,3,1,2,165.75207927495,17.9709567482917,33.68607009425,69.2731871658347,92.3701899739192,94.1369887655654,106.331727639468,"2017-10-20 09:56:30 -0700",32,3.9375,48.75,44.5015321493133,25.8285134212708,100.234358202517,4
"86",86,"Utah_188",4,3,3,20,"Female","Latino or Hispanic",0,1,"Home","My family","Homework",7,19,4,14,714.5,1.53333333333333,1.36363636363636,3.66666666666667,2.875,1,6.5,4,3.5,4.5,2,2.66666666666667,1,1.88888888888889,1.8,2.4,2,2,2,1,1,1,4,5,1,3,4,3,3,3,3,3,3,3,4,1,1,2,1,1,2,1,1,1,1,1,4,5,3,1,3,1,5,5,4,5,1,1,1,245.512515623864,21.163484719625,47.7772454353125,53.2530831379393,72.426747480554,113.673372631256,121.549812384249,"2017-10-20 10:52:58 -0700",36,3.75,19.5,24.299270471653,34.4703650774687,117.611592507753,3
"87",87,"Utah_189",2,5,1,18,"Female","Caucasian",0,0,"California","Family","Visit family",12,27,9,16,2579.2,4.33333333333333,3.45454545454545,3.83333333333333,2.875,4.5,4,4.5,3,5.5,1.33333333333333,9,2,4.11111111111111,3.6,2,3,5,4,2,1,2,3,1,1,4,5,4,5,3,4,2,2,1,2,2,5,5,5,4,4,5,4,1,5,3,2,1,2,4,5,2,1,2,5,2,3,1,1,463.23581739595,12.2089592112083,28.065484636125,75.961400172263,87.5873813048112,74.8480913297676,75.6414273546928,"2017-10-20 11:13:15 -0700",34,4.625,23.5,19.2188354580509,20.1372219236667,75.2447593422302,4
"88",88,"Utah_190",3,3,1,19,"Female","Caucasian",0,0,"My couch at home","My boyfriend","Watch movies, talk, read, or play video games",12,15,2,13,551.9,4.4,2.90909090909091,3.5,2.875,3.5,6.5,6,3.5,5,2.66666666666667,2.33333333333333,1.33333333333333,2.11111111111111,4.8,2.8,1,4,4,1,1,1,5,4,1,4,5,3,5,4,5,3,4,1,4,2,5,5,5,4,3,4,5,5,4,2,2,1,1,2,5,1,1,2,1,2,1,1,1,278.102373783298,12.605195782375,44.5474778113125,78.2040481367513,76.5040411851763,169.110060233227,136.456619880575,"2017-10-20 12:08:27 -0700",4,4.5,14.4166666666667,16.4009885141849,28.5763367968437,152.783340056901,4
"89",89,"Utah_191",3,4,4,25,"Male","Caucasian",1,1,"California","My wife","Visit parents/disneyland",14,14,4,10,748.5,3.86666666666667,3.72727272727273,4.16666666666667,3.625,2,5.5,4.5,7,3.5,2,6.66666666666667,8.66666666666667,5.77777777777778,5,4,3,4,4,1,1,2,3,4,1,4,3,4,4,4,3,4,2,4,1,2,4,3,4,4,4,4,3,3,4,4,2,1,1,4,5,1,4,2,1,2,1,3,4,472.601635118751,12.8207872992083,60.9311300197188,55.9754616905518,62.6742409460883,88.8710611502614,88.9779546495418,"2017-10-20 12:19:21 -0700",26,4.3125,26,45.6528401984128,36.8759586594635,88.9245078999016,4
"90",90,"Utah_192",3,5,1,21,"Male","Caucasian",0,0,"California","my girlfriend","go to the beach",13,31,11,18,2213.8,4.46666666666667,2.81818181818182,3.33333333333333,2.875,3,5,5.5,6.5,5,1.33333333333333,4.33333333333333,1.66666666666667,2.44444444444444,4,3,5,8,2,2,1,1,3,2,1,4,2,4,2,4,3,4,4,4,4,3,4,3,3,4,4,3,4,2,3,4,2,2,2,2,5,3,3,1,4,2,3,2,3,273.64466445141,26.5354784924583,44.7905988330938,105.629276812913,70.4322715132948,104.344763126235,109.386841453149,"2017-10-23 10:14:12 -0700",-12,4.125,60.5833333333333,42.6517788893294,35.6630386627761,106.865802289692,4
"91",91,"Utah_193",3,5,1,19,"Female","Caucasian",0,0,"at home","family","talk and relax",21,15,4,11,297.6,4.26666666666667,2.90909090909091,4,2.25,2.5,6,7,6.5,6.5,1.33333333333333,4,1.66666666666667,2.33333333333333,4.2,2.6,2,3,3,2,1,2,5,4,1,5,3,4,4,4,3,3,4,4,2,2,5,2,2,3,2,4,4,4,3,1,2,1,1,4,4,3,4,4,4,4,4,1,1,152.084951815025,29.007055951375,49.7384524562813,74.2254867303698,69.7362907905468,53.1060741001167,88.0920160066613,"2017-10-23 14:33:29 -0700",36,4.25,16.3333333333333,12.0403362481991,39.3727542038282,70.599045053389,5
"92",92,"Utah_194",2,1,1,22,"Female","Caucasian",0,0,"Europe (if possible)","By myself","Discover new places",13,18,3,14,898.7,3.2,2.63636363636364,4.16666666666667,2.5,6.5,5,5,4,6,1.33333333333333,1.66666666666667,1.66666666666667,1.55555555555556,4.2,2,3,3,4,1,2,2,1,1,1,4,4,3,4,1,3,3,1,1,3,3,1,5,5,4,3,1,4,3,5,3,3,3,4,2,3,1,2,5,3,5,3,2,2,215.556781247624,22.5906223680417,55.2477407180625,67.3630787354011,81.3355327154753,100.794552304781,192.302072295461,"2017-10-26 14:42:00 -0700",18,4.125,23.4166666666667,33.8162369105121,38.9191815430521,146.548312300121,4
"93",93,"Utah_195",2,4,1,18,"Female","Asian/Pacific-Islanders",0,2,"California","Family","Spend time with family and explore",4,5,0,5,67.8,3.6,1.54545454545455,4.33333333333333,2.5,5.5,5.5,6.5,6.5,6.5,1,1,1,1,4,1.4,3,2,1,1,1,1,3,1,1,2,5,5,5,1,3,3,5,5,1,1,5,5,3,3,3,1,1,1,1,1,2,1,2,1,5,1,5,3,2,4,1,1,1,470.849670445234,26.2543491325417,40.8677437133125,78.0343850898996,78.9499965536836,108.935027751289,163.563600366971,"2017-10-27 08:21:56 -0700",16,3.625,85.75,42.7234766205356,33.5610464229271,136.24931405913,2
"94",94,"Utah_196",2,6,1,18,"Female","Asian/Pacific-Islanders",0,0,"Gym","friends","exercise, play basketball",13,9,1,8,597,2.93333333333333,1.63636363636364,4.33333333333333,3,3,5,6.5,5.5,5.5,1,1.66666666666667,1.33333333333333,1.33333333333333,2.8,3.8,3,5,3,2,1,1,3,3,1,4,4,5,4,5,2,3,4,3,5,1,5,3,3,4,3,3,4,2,3,1,3,1,1,1,5,1,1,3,1,1,1,1,1,312.3173530563,22.4881872176667,48.20032450275,85.3131363848568,67.939397790494,129.312746379793,235.167405637706,"2017-10-27 11:03:14 -0700",18,4.1875,36.6666666666667,23.4766163480071,35.3442558602083,182.240076008749,4
"95",95,"Utah_197",4,5,2,25,"Female","Caucasian",0,0,"Home","Friends or family","Relax be myself",9,31,12,18,2654.9,1.6,2.63636363636364,3.33333333333333,3.625,7,7,3,6.5,6.5,6,9,7.66666666666667,7.55555555555556,1.8,4.2,4,4,2,1,1,1,5,5,1,5,5,5,4,1,1,3,2,5,5,3,3,5,5,1,1,5,2,1,2,2,5,5,1,3,3,1,2,4,1,1,1,1,1,284.504793610867,25.442491186375,48.944310999,68.6123151784927,84.2824770244375,215.047370369705,170.470820852144,"2017-11-02 08:34:29 -0700",12,3.75,82.3333333333333,62.0488566055863,37.1934010926875,192.759095610924,5
"96",96,"Utah_198",2,6,1,19,"Male","Asian/Pacific-Islanders",0,1,"Tennis courts","Tennis club","Play",6,10,3,7,200.3,5.66666666666667,3.54545454545455,4.66666666666667,1.5,6,6.5,4.5,7,7,2,5.33333333333333,3.33333333333333,3.55555555555556,5.4,2.4,6,8,8,3,4,3,2,2,1,3,5,4,5,5,1,2,5,1,2,4,4,4,5,5,5,2,5,4,5,5,1,5,1,5,5,4,2,2,4,2,4,4,5,282.17859277692,19.635791867875,41.1085159202187,72.9532524762161,97.531573422174,86.4274202763413,93.2579251011565,"2017-11-02 09:07:40 -0700",16,5.75,42.3333333333333,42.4720942252532,30.3721538940468,89.8426726887489,3
"97",97,"Utah_199",2,4,1,18,"Female","African-American",0,0,"California ","Family","Relax, explore ",8,15,4,10,1242.8,3.6,3.45454545454545,4.5,3.25,2,5.5,6,5.5,6.5,1,4.66666666666667,2.66666666666667,2.77777777777778,4.6,3.8,4,2,5,3,1,1,3,4,1,4,5,5,4,4,2,2,4,3,3,3,3,5,5,3,1,1,4,1,2,2,2,1,2,3,4,1,3,2,1,2,5,2,1,411.851827562284,43.7607164569167,54.012928848875,66.7958915174835,91.2023398456394,106.414483055897,194.189720756289,"2017-11-02 15:39:15 -0700",-6,4.875,56.9166666666667,46.6582514057527,48.8868226528958,150.302101906093,4
"98",98,"Utah_200",3,6,3,23,"Male","Caucasian",0,0,"In the mountains","My wife","Hike, relax, fish, camp",14,33,13,19,2875.5,3.33333333333333,2.36363636363636,2.66666666666667,2.25,4.5,6,6,4,4,1.33333333333333,1,1.66666666666667,1.33333333333333,4.2,3,4,3,3,1,2,3,3,2,1,4,5,3,5,2,4,3,2,1,3,4,3,1,2,2,3,3,2,3,3,4,3,1,1,4,5,4,1,1,2,4,1,1,1,220.819031583174,40.5834164029167,57.084563458875,55.1830498884322,91.7306422907749,102.756745040657,254.329740541616,"2017-11-02 16:26:30 -0700",46,3.4375,16.5833333333333,29.5095002678901,48.8339899308959,178.543242791136,4
"99",99,"Utah_201",4,5,4,29,"Male","Caucasian",1,1,"the lake","family and friends","jet ski",12,24,8,16,1515.3,4.66666666666667,4.63636363636364,4.66666666666667,1,5.5,6,6,4.5,4.5,1.33333333333333,2,3,2.11111111111111,5,1.6,5,5,2,2,2,1,3,2,1,2,4,3,4,3,4,4,2,1,1,3,4,5,4,5,5,4,5,5,4,4,2,1,2,4,5,4,1,1,4,5,4,4,3,302.871073347874,25.7880284085833,41.5057463765,60.2991684586484,81.3194834173087,101.091446796397,181.369438939334,"2017-11-03 13:05:02 -0700",66,4.6875,23.75,23.0419577766695,33.6468873925417,141.230442867865,2
"100",100,"Utah_202",2,5,5,24,"Female","Latino or Hispanic",0,0,"hawaii","Husband","relax at the beach",9,17,2,15,797.5,3,2.09090909090909,3.83333333333333,3,3.5,7,6.5,5.5,7,2,1,1,1.33333333333333,3.6,3,4,2,2,2,1,1,3,4,1,5,5,3,4,3,1,3,4,5,3,1,5,4,4,3,1,1,2,1,2,2,4,1,3,3,5,4,1,4,1,1,1,4,1,254.891320041892,38.7645339474167,27.2663600240625,76.1944799780678,67.8791033479441,160.0342516158,168.975867920352,"2017-11-06 15:38:41 -0800",4,3.3125,NA,NA,33.0154469857396,164.505059768076,5
"101",101,"Utah_203",4,3,1,24,"Female","Caucasian",0,1,"At home","My family","Relax",1,30,10,19,2279.7,2.33333333333333,1.45454545454545,3.5,4.25,1.5,3.5,6,3,3,5.66666666666667,5,4.66666666666667,5.11111111111111,4,5.2,3,4,2,1,1,1,3,2,1,4,4,5,4,4,4,4,5,5,4,5,4,2,2,2,2,2,4,1,2,1,5,1,4,1,4,1,5,1,2,5,4,1,1,293.496023071983,45.029350993375,56.7735598210312,70.4452394751858,86.0486718997996,148.672768484286,199.853529160895,"2017-11-07 08:02:46 -0800",28,2.875,76.3333333333333,46.5468157944887,50.9014554072031,174.26314882259,4
"102",102,"Utah_204",4,7,1,18,"Female","Caucasian",0,0,"Florida","Family","Visit DisneyWorld, go to beaches",19,10,0,10,245.3,4.33333333333333,2.90909090909091,4.66666666666667,2.875,4,5,6.5,2,5.5,1.33333333333333,4.66666666666667,2.66666666666667,2.88888888888889,4.6,1.8,2,6,5,1,1,1,5,3,1,4,5,3,4,5,5,2,3,1,5,2,5,4,4,3,4,5,2,1,4,1,2,1,1,5,5,5,1,5,5,2,1,1,1,261.053241235351,29.6241209409167,40.5666884364063,54.7229621740002,108.706978691849,128.051303108205,204.04092755851,"2017-11-07 15:44:18 -0800",22,3.6875,25.5,27.9170850262637,35.0954046886615,166.046115333357,4
"103",103,"Utah_205",3,6,3,22,"Male","Caucasian",0,0,"Ashley national forrest","friends/co-workers","backpack, mountain bike",29,33,17,15,3367.8,5.2,3.27272727272727,1.66666666666667,1.125,7,4.5,4.5,5.5,6,4,8.66666666666667,2.66666666666667,5.11111111111111,5.4,1.8,5,6,8,1,4,4,3,3,1,2,5,2,5,2,4,2,1,1,1,5,5,4,4,5,4,5,5,5,4,4,1,1,1,4,5,4,4,1,1,1,5,4,2,242.330025946554,23.3244984412917,58.629701541375,60.8125203959992,94.3961378991778,156.154409991889,253.966866598411,"2017-11-08 14:38:01 -0800",32,4.25,38.25,39.7563602687442,40.9770999913333,205.06063829515,2
"104",104,"Utah_206",3,5,1,20,"Female","Asian/Pacific-Islanders",0,0,"hawaii","family","swim ",5,11,2,9,566.5,2.73333333333333,2.54545454545455,3.5,2.25,2,5,5.5,5.5,4,2,2.66666666666667,1.33333333333333,2,4,2.6,1,3,2,1,1,1,4,4,1,4,4,2,3,2,3,4,2,2,3,2,2,3,1,3,1,2,4,1,1,1,3,1,2,3,5,4,4,4,2,4,1,1,1,194.441120482451,12.2388479210417,36.0255198874375,63.6134262866326,87.0478558943566,99.9087144931472,81.5236021278562,"2017-11-09 13:45:41 -0800",18,4.1875,16.8333333333333,16.7214251966171,24.1321839042396,90.7161583105017,4
"105",105,"Utah_207",3,5,1,18,"Female","Caucasian",0,3,"pool","team mates","swim",14,27,12,13,3192.6,3.8,3.72727272727273,3.5,1.125,2.5,6,6.5,6.5,6.5,1,1,1,1,4.4,2.2,3,3,3,2,3,3,1,3,1,3,5,3,5,2,4,4,1,2,2,2,3,4,3,5,3,4,5,4,3,4,2,1,1,4,5,2,2,2,2,4,3,3,1,154.885005920579,18.9492739620833,32.9563767542188,65.4157202489769,76.1512148575329,103.898474123905,86.1898569627792,"2017-11-09 14:30:29 -0800",32,5.125,39.0833333333333,26.015583907739,25.9528253581511,95.0441655433421,3
"106",106,"Utah_208",3,5,1,20,"Male","Caucasian",0,0,"Idaho Falls at home","myself and my family whom live there","Shoot, drive truck, relax and do whatever come to mind really",11,12,1,11,492.7,4.93333333333333,3.63636363636364,2.83333333333333,1.625,5,6,4.5,6.5,5,1,1,1.66666666666667,1.22222222222222,4.8,2.2,6,5,2,1,2,2,3,3,1,3,4,3,4,2,5,3,2,1,2,4,3,4,4,5,5,5,5,5,4,4,2,1,1,4,5,3,1,4,1,3,3,3,4,69.6625078765282,7.34983899741667,45.0457261965625,56.8548516752967,68.9764209251446,98.1680517376622,56.4275950524417,"2017-11-10 08:17:20 -0800",22,4.6875,10.25,8.78143703294833,26.1977825969896,77.2978233950519,3
"107",107,"Utah_209",4,3,4,21,"Female","Latino or Hispanic",1,1,"cancun","family or friends ","do tours, visit beaches",4,24,7,16,1472.9,2.53333333333333,2,4.33333333333333,2.875,7,4,4,5,6.5,4.33333333333333,8.33333333333333,5.33333333333333,6,3.4,4.8,2,3,3,1,1,2,3,2,1,5,4,4,4,2,3,2,4,4,5,4,3,5,5,1,1,1,2,2,2,1,4,1,2,3,4,2,4,4,4,2,1,1,1,258.050926618776,43.875507365375,60.1659715855313,67.3503814251453,79.4861894620971,123.240483748379,221.652842152004,"2017-11-10 09:09:10 -0800",18,4.125,8.75,8.30251878539388,52.0207394754532,172.446662950192,5
"108",108,"Utah_210",3,2,3,18,"Female","Caucasian",0,0,"my bed","myself","sleep,eat,movies",6,18,5,12,1153.3,2.6,1.90909090909091,4.66666666666667,3.875,2,4.5,5.5,3,5.5,1.66666666666667,1.66666666666667,2.33333333333333,1.88888888888889,3.2,4.4,3,2,2,1,1,1,3,2,1,3,4,4,4,3,3,4,3,3,4,2,2,3,4,4,2,2,1,1,1,1,3,1,3,2,4,1,4,2,1,4,4,1,1,255.482211640128,40.171094235625,56.0482162578125,66.7044817955448,98.4272418014489,229.304793839881,304.60415870284,"2017-11-10 09:37:56 -0800",40,4.625,50.5833333333333,37.756295882778,48.1096552467187,266.95447627136,3
"109",109,"Utah_211",2,5,2,18,"Female","Caucasian",0,2,"in the Uintah mountains ","my family and friends ","fish, four-wheeler rides, snow mobile rides, camp",14,32,12,18,2856.7,4.6,3.09090909090909,3.33333333333333,3.25,5.5,2.5,5.5,6.5,5,1,5.66666666666667,3.33333333333333,3.33333333333333,4.6,2.4,3,3,4,2,1,2,4,4,1,3,5,3,5,3,5,2,4,2,2,3,4,4,3,4,5,5,4,4,4,4,1,1,4,4,4,4,2,4,1,4,3,1,4,269.315775531511,22.842094921625,57.0891551807812,62.9923271089106,77.2102657851481,116.000936434211,169.765467904111,"2017-11-10 10:49:57 -0800",30,5,57,33.422909943494,39.9656250512031,142.883202169161,3
