V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,id,intro,text1,Q1,Q3,text2,Q4,Q5,text3,Q9,Q10,Q11,Q12,Q13,Q14,text4,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,text5,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,LO1,LO2,LO3,LO4,LO5,L06,LO7,LO8,LO9,LO10,LO11,LR1,LR2,LR3,LR4,LR5,LR6,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10,SB11,SB12,SB13,SB14,SB15,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SOI1,SOI2,SOI3,SOI4,SOI5,SOI6,SOI7,SOI8,SOI9,ATOT1,ATOT2,ATOT3,ATOT4,ATOT5,ATOT6,ATOT7,ATOT8,ATOT9,ATOT10,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Map,US#1_1,US#1_2,US#1_3,US#1_4,US#1_5,US#1_6,US#1_7,US#1_8,US#1_9,US#1_10,US#1_11,US#1_12,US#1_13,US#1_14,US#1_15,US#1_16,US#1_17,US#1_18,US#1_19,US#1_20,US#1_21,US#1_22,US#1_23,US#1_24,US#1_25,US#1_26,US#1_27,US#1_28,US#1_29,US#1_30,US#1_31,US#1_32,US#1_33,US#1_34,US#1_35,US#1_36,US#1_37,US#1_38,US#1_39,US#1_40,US#1_41,US#1_42,US#1_43,US#1_44,US#1_45,US#1_46,US#1_47,US#1_48,US#1_49,US#1_50,Fav,FavPpl,FavActivity,Utah#1_1,Utah#1_2,Utah#1_3,Utah#1_4,Utah#1_5,Utah#1_6,Utah#1_7,Utah#1_8,Utah#1_9,Utah#1_10,Utah#1_11,Utah#1_12,Utah#1_13,Utah#1_14,Utah#1_15,Utah#1_16,Utah#1_17,Utah#1_18,Utah#1_19,Utah#1_20,Utah#1_21,Utah#1_22,Utah#1_23,Utah#1_24,Utah#1_25,Utah#1_26,Utah#1_27,Utah#1_28,Utah#1_29,Utah#1_30,Utah#1_31,Utah#1_32,Utah#1_33,Utah#1_34,Utah#1_35,Utah#1_36,Utah#1_37,Utah#1_38,Utah#1_39,Utah#1_40,Utah#1_41,LocationLatitude,LocationLongitude,LocationAccuracy
R_1eDnfFHHoHnLdCK,Default Response Set,Anonymous,,,155.97.95.187,0,12/6/2017 17:12,12/6/2017 17:22,1,Utah_286,1,1,4,4,1,1,1,1,2,1,3,2,1,4,1,4,4,4,4,4,5,3,2,3,1,2,5,4,4,2,5,3,4,2,3,3,1,1,1,3,3,2,2,4,2,5,4,2,3,1,1,2,1,1,1,3,3,3,3,1,2,5,3,2,3,3,4,1,6,4,1,4,2,3,2,2,4,4,4,7,3,5,1,4,1,6,5,7,1,6,3,3,2,1,2,1,2,3,3,1,1,1,1,1,9,6,4,6,2,4,2,3,6,4,1,2,2,4,4,3,1,21,2,2,0,4,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,coffee shop,best friend,study ,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,,,,,,,1,,,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_1dGPbvUiNRroCtt,Default Response Set,Anonymous,,,155.97.94.70,0,12/7/2017 8:45,12/7/2017 8:59,1,Utah_288,1,1,2,3,1,2,1,1,1,1,3,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,3,3,2,3,2,1,1,2,4,4,2,2,2,4,3,4,2,2,3,3,1,2,2,1,5,1,2,3,3,4,2,3,1,3,3,5,5,3,5,4,5,4,5,4,7,5,4,6,2,5,2,2,5,4,3,5,6,6,5,3,4,3,3,3,3,2,3,4,1,1,1,6,2,7,7,7,5,3,4,3,4,4,3,3,4,4,4,3,4,1,22,1,3,0,0,1,,,1,,1,1,,,,,,,,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,Salt Lake City,Friends,I live here,1,1,,,1,1,,1,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_2QzkeWI4dVAipgT,Default Response Set,Anonymous,,,128.110.38.10,0,12/7/2017 9:45,12/7/2017 10:07,1,Utah_289,1,1,1,3,1,6,2,1,2,3,3,1,1,2,1,5,2,5,1,1,3,3,1,1,1,3,1,2,5,4,4,4,4,4,4,2,1,1,3,2,3,1,3,3,1,1,1,1,1,4,5,3,1,3,3,5,5,5,5,5,5,3,1,3,3,3,6,5,4,6,5,4,6,3,6,5,4,6,3,7,2,4,5,6,5,6,5,6,2,5,1,3,2,3,3,2,2,1,1,2,4,7,1,1,9,2,1,2,6,6,2,2,6,6,2,2,5,2,3,5,2,23,2,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,A cave up in Neffs Canyon,Quiet and Peaceful ,Meditate on myself and my life,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_1OOItUnJUVQuiJa,Default Response Set,Anonymous,,,155.97.94.79,0,12/7/2017 15:42,12/7/2017 16:12,1,Utah_291,1,1,7,7,1,4,1,1,1,2,3,3,1,4,1,5,2,5,2,5,2,2,2,3,1,3,5,5,1,1,1,1,1,3,1,5,1,1,2,3,4,1,3,2,4,4,3,1,1,1,1,1,1,3,4,4,1,1,4,2,5,4,5,5,5,2,1,7,1,1,4,7,1,7,1,7,7,4,7,1,7,7,5,5,6,7,2,6,5,3,5,2,3,3,4,3,3,3,3,1,1,1,1,1,9,9,8,4,1,2,1,4,4,4,1,3,1,6,3,6,1,19,2,3,0,0,1,,1,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,califonia ,my family ,go to the beach ,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,,1,1,1,1,,1,1,,,40.7855072,-111.736702,-1
R_2zu0BNI7uBn0wqQ,Default Response Set,Anonymous,,,155.97.94.70,0,12/7/2017 16:44,12/7/2017 17:01,1,Utah_290,1,1,4,4,1,4,3,1,2,4,5,3,1,2,1,4,3,5,2,4,3,2,1,4,2,3,3,3,4,4,5,5,5,4,4,2,1,4,2,4,5,4,3,2,2,3,1,1,1,5,5,4,2,4,3,4,3,4,2,4,3,2,4,2,2,4,5,6,4,5,6,3,6,3,7,5,3,3,4,5,2,2,2,6,5,5,6,4,4,5,3,2,3,2,1,3,4,2,2,1,2,2,7,4,3,5,7,4,5,5,1,3,6,5,2,2,5,2,3,6,8,19,1,3,0,1,1,,,1,,1,1,,,1,1,1,1,1,,,,,1,,,1,1,,,,1,,1,,,1,1,1,,1,,1,,,1,,,1,1,,1,1,1,,1,Southern Utah,Friends,"Climb, Bike, backpack, camp, canyoneer",1,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_2rilKJTnllTrzUB,Default Response Set,Anonymous,,,155.97.94.70,0,12/12/2017 10:58,12/12/2017 11:10,1,Utah_292,1,1,7,4,1,3,1,1,3,4,3,3,1,5,1,4,3,2,3,2,4,2,4,3,3,3,3,4,3,4,1,3,3,3,3,3,1,1,3,5,3,3,4,3,3,4,4,2,2,1,4,1,3,3,3,4,2,4,3,3,5,3,3,4,4,3,5,4,4,5,5,4,4,5,4,3,5,7,4,4,5,3,4,3,4,4,5,5,4,6,4,3,3,4,3,3,4,3,4,10,10,10,6,7,5,10,3,1,3,4,3,3,4,4,3,4,3,3,5,4,3,21,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,NY,just me ,have fun,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,40.7855072,-111.736702,-1
R_3EbUgL39PNuLvFM,Default Response Set,Anonymous,,,155.97.94.79,0,12/12/2017 12:17,12/12/2017 12:38,1,Utah_293,1,1,7,5,1,2,2,1,1,2,5,5,1,3,1,5,2,5,2,4,4,2,2,2,1,4,5,2,5,3,4,2,4,2,4,2,1,1,2,5,3,2,4,2,4,1,4,1,1,4,3,3,3,5,3,5,2,5,3,3,5,5,3,4,5,5,4,3,5,5,5,3,5,5,4,5,5,5,5,5,3,2,5,3,3,5,6,6,5,2,2,3,3,2,3,1,2,3,3,1,1,1,6,7,4,10,10,10,4,3,1,2,3,4,1,3,3,4,3,3,1,19,1,5,0,0,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,Anywhere but home,"Myself, sometimes a friend",Write and Talk,,,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,1,1,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3JkZMZTDd9Xb9rK,Default Response Set,Anonymous,,,155.97.95.187,0,1/22/2018 11:32,1/22/2018 11:49,1,Utah_295,1,1,4,2,1,2,1,1,1,1,3,2,1,4,1,5,4,4,4,3,3,4,3,4,2,2,4,4,2,3,3,4,2,3,1,3,1,1,2,1,3,2,3,2,4,2,4,1,3,3,2,2,1,2,4,3,3,3,2,2,4,4,4,4,4,3,4,5,2,3,2,5,4,3,5,5,4,2,5,4,4,4,4,4,3,4,5,5,3,5,3,4,3,3,5,3,4,4,2,1,1,1,2,1,9,1,1,1,4,4,3,4,5,4,3,5,3,5,4,3,1,21,2,2,0,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,LA,Friends and family,Concert and theme park,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,1,,,1,,,1,1,1,,,1,40.7855072,-111.736702,-1
R_1EbPXTm9b6DpD27,Default Response Set,Anonymous,,,155.97.95.187,0,1/22/2018 12:04,1/22/2018 12:20,1,Utah_294,1,1,3,4,1,2,1,1,1,2,5,3,1,4,1,5,2,5,2,5,2,4,2,1,1,4,5,5,5,3,5,4,2,2,2,2,1,1,1,4,5,5,1,1,4,1,4,1,1,3,3,4,1,3,1,3,4,1,4,4,5,3,5,3,1,3,6,3,4,5,6,2,1,2,2,6,2,3,3,6,3,6,1,2,3,7,3,5,6,6,3,2,1,2,1,1,1,3,1,3,2,3,9,6,1,3,3,2,6,6,1,2,5,5,2,1,4,3,3,6,1,19,2,3,0,0,1,1,,1,,1,1,,,1,1,,1,1,1,,,1,1,,1,,1,,,,1,,1,,,1,1,1,1,1,,1,,,1,,1,1,1,,,1,1,1,1,Somewhere in the wasatch mountains on a hike,My best friend,"Hike, Talk, Eat Snacks",1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,1,1,,,,1,,1,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2COhh9L3VPtB0Nn,Default Response Set,Anonymous,,,155.97.94.70,0,1/23/2018 11:30,1/23/2018 11:49,1,Utah_297,1,1,5,2,1,5,1,1,1,1,3,2,1,3,1,2,4,3,3,3,5,5,4,5,2,5,2,2,2,3,1,3,4,2,2,4,1,1,2,4,3,4,3,2,3,2,3,2,2,1,4,4,1,2,2,3,3,3,3,4,4,5,4,3,4,4,2,4,4,4,2,4,4,3,5,5,6,2,6,5,3,2,6,5,6,2,6,4,2,6,3,4,4,3,3,4,4,4,3,2,1,1,5,6,6,1,2,2,3,3,4,5,4,3,4,5,2,5,3,5,2,19,2,2,0,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,,,,,1,,1,1,,1,,1,,,1,1,1,1,,1,,1,Florida,Family,Beach,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,40.7855072,-111.736702,-1
R_eJcCmVlFkeNAE4p,Default Response Set,Anonymous,,,155.97.94.70,0,1/24/2018 12:16,1/24/2018 12:32,1,Utah_296,1,1,6,4,1,3,1,1,1,1,1,4,1,2,1,3,4,3,5,3,4,3,2,2,1,4,4,4,4,3,4,4,2,4,3,2,1,1,2,4,4,3,3,4,2,2,2,2,1,4,2,3,2,2,1,4,2,3,4,3,4,5,4,5,5,3,5,5,2,4,2,5,4,2,6,2,1,2,1,6,3,7,2,4,2,7,3,6,3,7,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,5,5,4,4,6,4,2,5,4,3,2,5,1,19,2,2,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,cafe,"friends, families","reading, having coffee",,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,1,,,1,1,,,,40.7855072,-111.736702,-1
R_wZ5r4E9IlhXICqd,Default Response Set,Anonymous,,,155.97.94.79,0,1/24/2018 13:23,1/24/2018 13:41,1,Utah_298,1,1,1,3,1,8,2,1,1,2,1,5,1,5,1,4,5,2,1,4,2,1,1,2,3,3,5,5,2,1,1,2,2,2,1,1,1,3,3,3,3,2,2,2,5,3,2,1,1,1,2,1,1,1,1,4,2,1,1,1,5,5,3,3,3,4,1,7,1,1,1,7,1,7,1,7,7,7,7,1,7,6,2,2,4,5,1,6,5,2,2,5,4,5,3,3,4,4,3,10,10,10,4,4,4,3,3,2,3,1,6,6,1,2,1,6,1,6,3,4,1,20,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,home,myself,sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7855072,-111.736702,-1
R_1hA2eRPwaQYwCnr,Default Response Set,Anonymous,,,155.97.94.70,0,1/24/2018 13:46,1/24/2018 14:05,1,Utah_299,1,1,4,3,1,6,1,1,1,2,5,3,1,4,1,5,4,5,3,5,3,4,4,2,2,4,5,5,5,4,2,4,3,4,2,2,1,1,1,5,4,5,1,2,5,2,4,1,1,1,3,4,2,4,4,4,4,4,5,4,5,4,5,4,4,4,6,2,6,6,2,2,4,2,6,2,2,1,4,5,2,7,5,7,2,7,1,7,2,7,1,2,2,2,2,1,2,2,3,5,4,4,8,2,7,4,4,3,4,5,2,5,5,5,2,2,4,4,4,6,1,20,1,3,0,0,1,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,1,,,1,1,,,,,,1,1,1,,,,,,,Taiwan,Family,Go to the night market,1,1,,,1,,,,,1,1,,1,,1,1,1,1,1,1,1,,,,1,1,1,,,1,,,1,1,,1,1,1,,,1,40.7855072,-111.736702,-1
R_1FKYIvZegSR69f8,Default Response Set,Anonymous,,,172.58.32.28,0,1/25/2018 16:48,1/25/2018 17:48,1,Utah_300,1,1,4,3,1,3,1,1,2,3,3,2,1,3,1,5,4,5,1,5,2,2,1,2,4,5,4,4,5,4,5,4,2,3,2,2,1,1,1,4,5,4,2,2,1,1,4,4,1,4,4,4,4,5,4,5,3,3,5,4,4,5,4,3,4,3,6,5,3,6,4,2,2,4,3,4,2,3,4,6,3,5,3,3,2,7,3,6,4,5,2,1,1,1,2,1,1,2,3,2,7,7,9,5,4,4,3,2,4,5,1,3,4,5,3,2,4,2,3,3,3,24,2,4,0,0,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,1,Moab,Friends,Climb/hike,1,1,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,34.05439758,-118.2440033,-1
R_3fOBOmbpUENmeWz,Default Response Set,Anonymous,,,155.97.94.70,0,1/29/2018 12:18,1/29/2018 12:33,1,Utah_301,1,1,5,3,1,2,1,1,1,1,1,4,1,4,1,5,5,5,4,5,2,5,1,4,3,2,5,4,4,4,2,5,2,4,1,4,1,1,1,5,5,5,2,2,2,2,1,2,1,1,1,1,1,1,1,4,3,2,1,1,5,5,5,5,5,5,5,5,3,4,1,5,4,2,3,5,4,6,3,5,5,6,2,7,2,7,4,6,3,7,6,3,4,4,4,3,4,5,5,2,2,1,4,1,9,2,4,2,4,3,1,2,3,5,1,3,1,5,3,5,1,19,2,3,0,0,1,,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,1,,1,,,1,1,,,,,1,1,,,,,1,1,,,1,,,1,Seattle,My family.,"Visit family, walk around the city.",1,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_1IW443TctwR1qbp,Default Response Set,Anonymous,,,155.97.94.70,0,1/30/2018 11:00,1/30/2018 11:27,1,Utah_302,1,1,1,6,1,4,1,1,1,1,1,1,1,4,1,4,5,4,5,3,3,4,2,4,4,2,4,4,5,1,1,1,2,2,1,5,1,1,1,1,4,2,1,1,1,5,1,2,1,1,1,1,1,3,1,5,1,5,5,2,3,1,4,1,1,5,1,2,1,1,1,7,4,5,3,7,6,5,4,1,5,2,1,7,1,7,5,5,1,7,1,3,4,4,4,4,4,5,4,6,3,5,9,9,1,6,5,3,5,1,1,3,5,2,4,5,1,6,3,6,1,20,1,3,0,0,1,,,1,,1,,,,,,1,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,,,1,,,1,Wherever my friends and family are,friends and family,does not really matter,,,,,,1,,1,,,,,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,,1,1,,,1,40.7855072,-111.736702,-1
R_2pJONZaK22ai0d3,Default Response Set,Anonymous,,,155.97.94.79,0,1/31/2018 13:44,1/31/2018 14:01,1,Utah_303,1,1,4,3,1,3,1,1,1,2,3,3,1,3,1,5,1,5,1,5,2,1,1,4,2,5,2,2,5,3,5,4,4,3,4,2,1,1,1,4,5,4,2,4,1,2,1,1,1,3,1,1,1,2,1,5,1,1,3,1,5,5,5,1,2,5,7,7,5,2,4,6,3,3,5,6,1,1,2,2,3,1,4,5,1,7,6,7,4,7,1,2,4,1,4,1,1,1,3,3,1,2,9,9,1,6,6,7,5,3,1,1,4,6,2,1,1,2,5,5,3,23,2,3,0,1,1,,,,,1,1,,,1,,,1,,,,,,,,,1,,,,,1,,1,,,,1,,,,,1,,,,,,,1,,,1,,,1,Coffee shop or libraries,"Myself, friends, or family","hang out, read, play board games, study",1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,,,,1,,,1,,1,1,,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_25SFd6GIpAW04i8,Default Response Set,Anonymous,,,155.97.94.70,0,2/5/2018 12:12,2/5/2018 12:30,1,Utah_304,1,1,1,2,1,2,1,1,1,1,5,5,1,5,1,4,3,4,3,4,3,3,2,3,1,4,3,3,1,1,1,4,2,2,2,4,1,1,2,2,3,1,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,4,1,1,3,4,2,4,1,1,4,3,3,4,6,4,4,7,1,5,4,5,3,5,6,4,6,4,3,1,2,2,2,2,2,2,2,2,2,2,1,3,2,7,3,2,2,1,1,2,3,3,4,4,4,1,5,3,4,1,18,1,3,0,0,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,Home,My partner,Netflix and chill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7855072,-111.736702,-1
R_3hmOFdenAys1gcM,Default Response Set,Anonymous,,,155.97.94.79,0,2/8/2018 12:25,2/8/2018 13:02,1,Utah_305,1,1,2,3,1,3,1,1,2,3,1,2,2,2,1,5,2,5,2,5,2,1,1,1,4,1,4,4,4,4,4,4,5,4,5,1,1,1,1,4,4,5,2,4,1,4,3,4,1,3,2,2,4,3,2,5,3,5,5,3,4,4,4,1,5,5,5,6,5,7,4,2,7,2,6,5,4,2,1,5,1,2,2,7,2,7,4,5,5,7,1,1,3,1,1,1,1,2,1,2,1,3,6,5,2,2,2,2,3,4,1,2,6,5,1,1,5,1,6,5,3,23,1,3,0,0,1,,,,,1,1,,,1,1,,1,1,1,1,1,,,,1,,,,,,,1,1,,1,1,,1,,1,,,1,,1,,,1,1,,1,1,1,,1, Jackson Hole,Friends,"mountain bike, rock climb, camp, hot spring, river raft",1,1,,,,,,1,1,,,1,1,,,1,1,1,,1,,,,,1,,,,,1,,1,1,,,1,1,1,,,,40.7855072,-111.736702,-1
R_RshLb2NI0eJhQoV,Default Response Set,Anonymous,,,155.97.94.79,0,2/9/2018 13:44,2/9/2018 14:04,1,Utah_306,1,1,3,5,1,2,1,1,1,1,3,1,1,3,1,3,5,3,5,4,4,4,4,4,1,2,2,2,3,1,2,4,3,2,2,3,1,1,1,3,4,2,3,2,1,3,2,1,2,1,1,1,1,1,1,3,3,2,5,2,5,3,5,5,5,4,4,2,2,3,1,4,3,4,3,7,2,3,5,2,3,4,4,6,5,5,5,5,2,3,5,2,3,3,3,2,3,2,3,2,1,1,7,2,5,2,2,1,3,2,1,3,5,3,3,2,3,5,3,3,1,18,2,4,0,0,1,,,,,1,1,,,,,1,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,1,At home,My friends and/or family,"talk, relax, eat, study",,1,,,,,1,1,,,,,1,,,1,1,1,,1,,,,,,,,,1,,1,1,1,,,1,1,1,,1,1,40.7855072,-111.736702,-1
R_7UMKnA9BRRUZbXP,Default Response Set,Anonymous,,,155.97.94.79,0,2/14/2018 14:01,2/14/2018 14:15,1,Utah_307,1,1,2,4,1,3,2,1,2,3,3,4,1,4,1,4,4,4,4,4,3,4,4,4,2,4,4,4,2,3,2,3,2,3,2,3,1,1,1,2,4,3,2,3,4,2,4,4,4,2,3,2,4,3,3,4,3,4,4,2,4,5,5,2,4,3,5,3,4,4,4,3,4,3,3,2,3,5,5,3,3,6,4,6,3,6,2,6,3,6,3,4,4,4,3,3,3,3,3,2,5,5,9,9,2,4,2,4,4,3,2,3,4,3,3,3,4,5,3,3,3,21,2,3,0,0,1,,,1,,1,1,,,,,,1,,,1,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,1,,,1,,,1,,,1,Southern Utah ,Friends,Hike,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_BsOCpjj9tnvfprr,Default Response Set,Anonymous,,,155.97.94.70,0,2/16/2018 12:04,2/16/2018 12:23,1,Utah_308,1,1,3,5,1,3,1,1,2,2,3,4,1,2,1,5,4,5,3,4,5,2,1,1,1,4,2,2,5,5,4,4,5,3,5,1,1,1,2,4,4,4,2,1,1,4,5,4,5,5,5,1,2,4,2,5,1,5,4,4,4,5,4,3,3,5,5,5,3,6,5,2,7,1,7,3,4,1,4,7,1,2,1,6,5,3,7,7,2,7,2,2,3,1,3,2,1,3,1,1,1,1,1,1,9,2,1,1,4,4,3,3,6,5,2,2,5,4,4,3,2,27,1,3,0,0,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,,,,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1,1,1,"Zoos, museums, and libraries",Family or close friends,learn and enjoy new things,1,1,,,,,,,,1,,,1,,1,1,,,,1,,,,,1,,,,,1,1,,,,,,,,1,,1,40.7855072,-111.736702,-1
R_1pu7N6Ap6FB4wcq,Default Response Set,Anonymous,,,155.97.94.70,0,2/16/2018 14:04,2/16/2018 14:31,1,Utah_309,1,1,4,1,1,2,1,1,1,2,5,4,1,3,1,4,4,4,3,4,4,4,4,4,1,1,4,3,3,2,4,3,4,3,2,2,1,1,2,3,3,2,4,2,2,2,4,1,2,2,2,1,1,3,4,5,2,1,5,4,4,4,4,4,4,4,2,3,3,4,5,3,2,5,3,5,6,3,5,3,5,3,2,4,2,5,5,6,4,6,5,2,4,3,4,2,2,4,3,1,1,1,3,2,5,2,4,2,5,4,3,4,4,4,3,4,2,5,4,4,1,18,1,3,0,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,home or shcool,alone or with a friend,hangout,1,,,,,,,1,,1,,,,,1,1,,,,,,,,,1,,1,,1,1,1,1,1,,,,1,,1,1,1,40.7855072,-111.736702,-1
