participant,UUID,date,condition,direction test,start landmark,facing landmark,target landmark,bearing,actual direction,abs error,same or different route,error in pointing task
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Harvey House,Harris Hall,Golledge Hall,92,64.9530254,27.0469746,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Harvey House,Harris Hall,Batty House,53,-46.54689912,99.54689912,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Sauer Center,-77,-76.21088344,0.789116555,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Batty House,-37,173.5694617,149.4305383,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harris Hall,25,176.2022806,151.2022806,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harvey House,-119,139.9309368,101.0690632,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Snow Church,0,1.204134401,1.204134401,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Lynch Station,56,-173.9683139,130.0316861,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Tobler Museum,-130,-147.0284471,17.02844706,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Sauer Center,-4,-0.279262352,3.720737648,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Tobler Museum,-58,-63.69277617,5.692776166,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harris Hall,138,-88.09346154,133.9065385,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Batty House,178,-90.64700942,91.35299058,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Lynch Station,-167,-79.44851915,87.55148085,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Golledge Hall,-135,-125.8431145,9.15688545,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harvey House,-97,-119.6929579,22.69295786,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Tobler Museum,9,2.713388186,6.286611814,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Snow Church,-85,-89.63525726,4.635257259,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Golledge Hall,-53,-51.85616181,1.143838187,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Batty House,-7,6.744508622,13.74450862,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Harris Hall,-82,4.240040564,86.24004056,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Harvey House,-14,-23.09134403,9.091344033,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Lynch Station,-14,17.76205492,31.76205492,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Snow Church,37,38.78279809,1.782798086,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Lynch Station,154,-156.2355625,49.76443745,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Batty House,87,-171.0086651,101.9913349,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Golledge Hall,75,67.30353066,7.69646934,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Sauer Center,1,-20.69981416,21.69981416,same,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Harris Hall,51,-173.2852643,135.7147357,different,FALSE
Rep ABCD_6,f7356745-ff12-442c-be40-57aeaa2df292,2020-09-24 03:13:00 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Harvey House,27,147.248191,120.248191,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Lynch Station,-23,-47.32798389,24.32798389,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Snow Church,2,48.19947553,46.19947553,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Harris Hall,38,37.5286373,0.471362696,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Sauer Center,-2,30.3316951,32.3316951,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Tobler Museum,-68,37.30802198,105.308022,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Harvey House,-130,93.19423766,136.8057623,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Batty House,Lynch Station,Golledge Hall,14,51.76768154,37.76768154,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Harvey House,-122,48.19593801,170.195938,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Batty House,133,130.6542463,2.345753667,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Snow Church,27,-8.968174613,35.96817461,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Harris Hall,-8,7.021704671,15.02170467,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Sauer Center,-63,-29.20903342,33.79096658,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Tobler Museum,-95,-17.95076442,77.04923558,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Golledge Hall,-55,-3.323863738,51.67613626,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Lynch Station,124,114.5627943,9.437205722,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Harvey House,-25,-2.146796904,22.8532031,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Batty House,123,83.35216568,39.64783432,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Sauer Center,-107,-110.6574336,3.657433634,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Snow Church,-96,-84.7281122,11.2718878,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Golledge Hall,-53,-77.71082192,24.71082192,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harris Hall,Harvey House,Tobler Museum,-146,-99.95984558,46.04015442,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Sauer Center,68,46.29205396,21.70794604,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Tobler Museum,39,42.14615863,3.146158627,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Golledge Hall,94,64.9530254,29.0469746,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Snow Church,87,66.19140238,20.80859762,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Lynch Station,19,-32.28246429,51.28246429,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Harris Hall,15,-4.196894849,19.19689485,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Harvey House,Harris Hall,Batty House,18,-46.54689912,64.54689912,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harvey House,163,139.9309368,23.06906322,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harris Hall,47,176.2022806,129.2022806,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Lynch Station,50,-173.9683139,136.0316861,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Sauer Center,-77,-76.21088344,0.789116555,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Tobler Museum,-139,-147.0284471,8.028447062,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Snow Church,3,1.204134401,1.795865599,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Batty House,51,173.5694617,122.5694617,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Golledge Hall,-125,-125.8431145,0.84311455,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Batty House,-86,-90.64700942,4.647009417,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harris Hall,-99,-88.09346154,10.90653846,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Lynch Station,-99,-79.44851915,19.55148085,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Tobler Museum,-47,-63.69277617,16.69277617,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Sauer Center,4,-0.279262352,4.279262352,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harvey House,-177,-119.6929579,57.30704214,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Golledge Hall,-44,-51.85616181,7.856161813,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Tobler Museum,-3,2.713388186,5.713388186,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Batty House,-76,6.744508622,82.74450862,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Harris Hall,-76,4.240040564,80.24004056,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Harvey House,-27,-23.09134403,3.908655967,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Snow Church,-87,-89.63525726,2.635257259,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Lynch Station,-71,17.76205492,88.76205492,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Lynch Station,53,-156.2355625,150.7644375,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Sauer Center,6,-20.69981416,26.69981416,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Batty House,49,-171.0086651,139.9913349,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Harris Hall,63,-173.2852643,123.7147357,different,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Snow Church,11,38.78279809,27.78279809,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Golledge Hall,83,67.30353066,15.69646934,same,FALSE
Rep ABCD_7,933e44da-e38f-46fb-bc1e-d66485a1ffde,2020-09-29 05:37:31 UTC,Rep ABCD,0,Tobler Museum,Sauer Center,Harvey House,118,147.248191,29.248191,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Sauer Center,42,30.3316951,11.6683049,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Golledge Hall,49,51.76768154,2.767681538,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Snow Church,27,48.19947553,21.19947553,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Lynch Station,-34,-47.32798389,13.32798389,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Tobler Museum,40,37.30802198,2.691978019,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Harris Hall,42,37.5286373,4.471362696,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Batty House,Lynch Station,Harvey House,91,93.19423766,2.194237658,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Golledge Hall,-13,-3.323863738,9.676136262,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Harris Hall,24,7.021704671,16.97829533,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Batty House,129,130.6542463,1.654246333,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Snow Church,-18,-8.968174613,9.031825387,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Sauer Center,-16,-29.20903342,13.20903342,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Harvey House,66,48.19593801,17.80406199,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Lynch Station,Harris Hall,Tobler Museum,-27,-17.95076442,9.049235579,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Harvey House,17,-2.146796904,19.1467969,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Lynch Station,117,114.5627943,2.437205722,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Tobler Museum,-98,-99.95984558,1.959845582,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Golledge Hall,-88,-77.71082192,10.28917808,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Snow Church,-72,-84.7281122,12.7281122,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Sauer Center,-106,-110.6574336,4.657433634,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harris Hall,Harvey House,Batty House,93,83.35216568,9.647834315,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Golledge Hall,45,64.9530254,19.9530254,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Harris Hall,-6,-4.196894849,1.803105151,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Sauer Center,38,46.29205396,8.292053963,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Snow Church,43,66.19140238,23.19140238,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Tobler Museum,43,42.14615863,0.853841373,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Batty House,-48,-46.54689912,1.453100878,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Harvey House,Harris Hall,Lynch Station,-11,-32.28246429,21.28246429,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Sauer Center,-72,-76.21088344,4.210883445,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Lynch Station,174,-173.9683139,12.03168609,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harvey House,164,139.9309368,24.06906322,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Batty House,-166,173.5694617,20.43053825,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Tobler Museum,-125,-147.0284471,22.02844706,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Harris Hall,176,176.2022806,0.202280614,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Golledge Hall,Snow Church,Snow Church,-2,1.204134401,3.204134401,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harvey House,-78,-119.6929579,41.69295786,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Lynch Station,-78,-79.44851915,1.448519154,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Harris Hall,-78,-88.09346154,10.09346154,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Golledge Hall,-127,-125.8431145,1.15688545,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Tobler Museum,-55,-63.69277617,8.692776166,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Batty House,-80,-90.64700942,10.64700942,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Snow Church,Sauer Center,Sauer Center,0,-0.279262352,0.279262352,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Harris Hall,12,4.240040564,7.759959436,different,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Snow Church,-82,-89.63525726,7.635257259,same,FALSE
Rep ABCD_8,77281b6b-8778-4b66-a519-d78d1c7b2cc9,2020-10-05 03:23:20 UTC,Rep ABCD,0,Sauer Center,Tobler Museum,Tobler Museum,15,2.713388186,12.28661181,same,FALSE
